dataset,days,ncol,nrow,config_train,alg,score,t_run_s, t_fitted,nfrostorig,ntrain,nfrostsmote,var,RMSE,r2,Sensitivity,Acc,Precision,Specificity
dacc-spring,1,34,1829,normal,hc,aic-g,3.99,0.017,NA,1243,NA,las_paredes.temp_min_t,2.87,0.69,0.5,0.9,0.66,0.96
dacc-spring,1,34,1829,normal,hc,aic-g,3.99,0.017,NA,1243,NA,la_llave.temp_min_t,3.34,0.66,0.59,0.88,0.7,0.95
dacc-temp,1,20,5517,normal,hc,bge,12.944,0.013,NA,3751,NA,junin.temp_min_t,2.15,0.9,0.57,0.93,0.85,0.99
dacc-temp,1,20,5517,normal,hc,bge,12.944,0.013,NA,3751,NA,tunuyan.temp_min_t,2.85,0.85,0.76,0.88,0.85,0.94
dacc-temp,1,20,5517,normal,hc,bge,12.944,0.013,NA,3751,NA,agua_amarga.temp_min_t,2.27,0.87,0.6,0.92,0.78,0.97
dacc-temp,1,20,5517,normal,hc,bge,12.944,0.013,NA,3751,NA,las_paredes.temp_min_t,2.9,0.82,0.62,0.91,0.82,0.97
dacc-temp,1,20,5517,normal,hc,bge,12.944,0.013,NA,3751,NA,la_llave.temp_min_t,3.09,0.83,0.66,0.89,0.8,0.95
dacc,1,35,5517,normal,hc,loglik-g,24.713,0.074,NA,3751,NA,junin.temp_min_t,2.04,0.91,0.57,0.94,0.88,0.99
dacc,1,35,5517,normal,hc,loglik-g,24.713,0.074,NA,3751,NA,tunuyan.temp_min_t,2.76,0.86,0.76,0.9,0.89,0.96
dacc,1,35,5517,normal,hc,loglik-g,24.713,0.074,NA,3751,NA,agua_amarga.temp_min_t,2.08,0.89,0.62,0.92,0.77,0.97
dacc,1,35,5517,normal,hc,loglik-g,24.713,0.074,NA,3751,NA,las_paredes.temp_min_t,2.75,0.84,0.61,0.9,0.81,0.97
dacc,1,35,5517,normal,hc,loglik-g,24.713,0.074,NA,3751,NA,la_llave.temp_min_t,2.93,0.85,0.73,0.9,0.8,0.95
dacc-spring,1,34,1829,normal,hc,bge,32.212,0.014,NA,1243,NA,junin.temp_min_t,2.4,0.78,0.47,0.94,0.67,0.98
dacc-spring,1,34,1829,normal,hc,bge,32.212,0.014,NA,1243,NA,tunuyan.temp_min_t,3.21,0.66,0.58,0.85,0.81,0.95
dacc-spring,1,34,1829,normal,hc,bge,32.212,0.014,NA,1243,NA,agua_amarga.temp_min_t,2.45,0.75,0.53,0.92,0.57,0.96
dacc-spring,1,34,1829,normal,hc,bge,32.212,0.014,NA,1243,NA,las_paredes.temp_min_t,2.83,0.7,0.47,0.9,0.71,0.97
dacc-spring,1,34,1829,normal,hc,bge,32.212,0.014,NA,1243,NA,la_llave.temp_min_t,3.39,0.66,0.59,0.87,0.65,0.93
dacc,1,35,5517,normal,hc,aic-g,15.899,0.051,NA,3751,NA,junin.temp_min_t,2.07,0.91,0.6,0.94,0.85,0.99
dacc,1,35,5517,normal,hc,aic-g,15.899,0.051,NA,3751,NA,tunuyan.temp_min_t,2.79,0.86,0.75,0.89,0.89,0.96
dacc,1,35,5517,normal,hc,aic-g,15.899,0.051,NA,3751,NA,agua_amarga.temp_min_t,2.07,0.9,0.63,0.92,0.76,0.97
dacc,1,35,5517,normal,hc,aic-g,15.899,0.051,NA,3751,NA,las_paredes.temp_min_t,2.77,0.84,0.6,0.9,0.8,0.97
dacc,1,35,5517,normal,hc,aic-g,15.899,0.051,NA,3751,NA,la_llave.temp_min_t,2.94,0.85,0.73,0.9,0.79,0.94
dacc,1,35,5517,normal,hc,bge,193.965,0.058,NA,3751,NA,junin.temp_min_t,2.09,0.91,0.54,0.93,0.87,0.99
dacc,1,35,5517,normal,hc,bge,193.965,0.058,NA,3751,NA,tunuyan.temp_min_t,2.82,0.86,0.74,0.89,0.9,0.96
dacc,1,35,5517,normal,hc,bge,193.965,0.058,NA,3751,NA,agua_amarga.temp_min_t,2.08,0.9,0.62,0.92,0.76,0.97
dacc,1,35,5517,normal,hc,bge,193.965,0.058,NA,3751,NA,las_paredes.temp_min_t,2.77,0.84,0.6,0.9,0.81,0.97
dacc,1,35,5517,normal,hc,bge,193.965,0.058,NA,3751,NA,la_llave.temp_min_t,2.93,0.85,0.72,0.9,0.8,0.95
dacc-temp,2,35,5516,normal,hc,bic-g,6.186,0.03,NA,3750,NA,junin.temp_min_t,2.12,0.9,0.59,0.93,0.84,0.98
dacc-temp,2,35,5516,normal,hc,bic-g,6.186,0.03,NA,3750,NA,tunuyan.temp_min_t,2.77,0.85,0.78,0.89,0.86,0.94
dacc-temp,2,35,5516,normal,hc,bic-g,6.186,0.03,NA,3750,NA,agua_amarga.temp_min_t,2.23,0.88,0.62,0.92,0.76,0.97
dacc-temp,2,35,5516,normal,hc,bic-g,6.186,0.03,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,2,35,5516,normal,hc,bic-g,6.186,0.03,NA,3750,NA,la_llave.temp_min_t,3.03,0.84,0.68,0.89,0.8,0.95
dacc-spring,2,63,1828,normal,hc,bic-g,12.94,0.031,NA,1242,NA,junin.temp_min_t,2.25,0.81,0.33,0.94,0.67,0.99
dacc-spring,2,63,1828,normal,hc,bic-g,12.94,0.031,NA,1242,NA,tunuyan.temp_min_t,3.11,0.69,0.6,0.86,0.84,0.96
dacc-spring,2,63,1828,normal,hc,bic-g,12.94,0.031,NA,1242,NA,agua_amarga.temp_min_t,2.44,0.76,0.53,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,hc,bic-g,12.94,0.031,NA,1242,NA,las_paredes.temp_min_t,2.76,0.71,0.47,0.9,0.71,0.97
dacc-spring,2,63,1828,normal,hc,bic-g,12.94,0.031,NA,1242,NA,la_llave.temp_min_t,3.35,0.66,0.63,0.88,0.67,0.94
dacc-temp,2,35,5516,normal,hc,loglik-g,25.505,0.076,NA,3750,NA,junin.temp_min_t,2.11,0.9,0.59,0.93,0.83,0.98
dacc-temp,2,35,5516,normal,hc,loglik-g,25.505,0.076,NA,3750,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.89,0.87,0.95
dacc-temp,2,35,5516,normal,hc,loglik-g,25.505,0.076,NA,3750,NA,agua_amarga.temp_min_t,2.22,0.88,0.61,0.92,0.76,0.97
dacc-temp,2,35,5516,normal,hc,loglik-g,25.505,0.076,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.65,0.91,0.81,0.97
dacc-temp,2,35,5516,normal,hc,loglik-g,25.505,0.076,NA,3750,NA,la_llave.temp_min_t,3.02,0.84,0.68,0.89,0.8,0.95
dacc-temp,2,35,5516,normal,hc,aic-g,17.31,0.057,NA,3750,NA,junin.temp_min_t,2.11,0.9,0.6,0.94,0.86,0.99
dacc-temp,2,35,5516,normal,hc,aic-g,17.31,0.057,NA,3750,NA,tunuyan.temp_min_t,2.78,0.85,0.78,0.89,0.86,0.94
dacc-temp,2,35,5516,normal,hc,aic-g,17.31,0.057,NA,3750,NA,agua_amarga.temp_min_t,2.21,0.88,0.63,0.92,0.77,0.97
dacc-temp,2,35,5516,normal,hc,aic-g,17.31,0.057,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.65,0.91,0.82,0.97
dacc-temp,2,35,5516,normal,hc,aic-g,17.31,0.057,NA,3750,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.81,0.95
dacc,2,65,5516,normal,hc,bic-g,90.629,0.154,NA,3750,NA,junin.temp_min_t,2.02,0.91,0.56,0.93,0.86,0.99
dacc,2,65,5516,normal,hc,bic-g,90.629,0.154,NA,3750,NA,tunuyan.temp_min_t,2.63,0.87,0.79,0.9,0.89,0.96
dacc,2,65,5516,normal,hc,bic-g,90.629,0.154,NA,3750,NA,agua_amarga.temp_min_t,2.06,0.9,0.62,0.92,0.78,0.97
dacc,2,65,5516,normal,hc,bic-g,90.629,0.154,NA,3750,NA,las_paredes.temp_min_t,2.72,0.85,0.57,0.9,0.82,0.97
dacc,2,65,5516,normal,hc,bic-g,90.629,0.154,NA,3750,NA,la_llave.temp_min_t,2.89,0.85,0.72,0.9,0.8,0.95
dacc-spring,2,63,1828,normal,hc,loglik-g,127.304,0.113,NA,1242,NA,junin.temp_min_t,2.31,0.79,0.42,0.94,0.58,0.98
dacc-spring,2,63,1828,normal,hc,loglik-g,127.304,0.113,NA,1242,NA,tunuyan.temp_min_t,3.01,0.7,0.66,0.88,0.83,0.95
dacc-spring,2,63,1828,normal,hc,loglik-g,127.304,0.113,NA,1242,NA,agua_amarga.temp_min_t,2.39,0.76,0.49,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,hc,loglik-g,127.304,0.113,NA,1242,NA,las_paredes.temp_min_t,2.84,0.7,0.53,0.9,0.65,0.96
dacc-spring,2,63,1828,normal,hc,loglik-g,127.304,0.113,NA,1242,NA,la_llave.temp_min_t,3.27,0.68,0.62,0.89,0.69,0.94
dacc-spring,2,63,1828,normal,hc,aic-g,31.747,0.051,NA,1242,NA,junin.temp_min_t,2.34,0.79,0.47,0.94,0.61,0.98
dacc-spring,2,63,1828,normal,hc,aic-g,31.747,0.051,NA,1242,NA,tunuyan.temp_min_t,3.03,0.7,0.68,0.88,0.81,0.94
dacc-spring,2,63,1828,normal,hc,aic-g,31.747,0.051,NA,1242,NA,agua_amarga.temp_min_t,2.39,0.76,0.53,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,hc,aic-g,31.747,0.051,NA,1242,NA,las_paredes.temp_min_t,2.91,0.69,0.55,0.9,0.64,0.95
dacc-spring,2,63,1828,normal,hc,aic-g,31.747,0.051,NA,1242,NA,la_llave.temp_min_t,3.28,0.67,0.6,0.88,0.69,0.94
dacc-temp,2,35,5516,normal,hc,bge,144.865,0.052,NA,3750,NA,junin.temp_min_t,2.11,0.9,0.59,0.93,0.83,0.98
dacc-temp,2,35,5516,normal,hc,bge,144.865,0.052,NA,3750,NA,tunuyan.temp_min_t,2.78,0.85,0.78,0.89,0.86,0.94
dacc-temp,2,35,5516,normal,hc,bge,144.865,0.052,NA,3750,NA,agua_amarga.temp_min_t,2.25,0.88,0.6,0.91,0.74,0.96
dacc-temp,2,35,5516,normal,hc,bge,144.865,0.052,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,2,35,5516,normal,hc,bge,144.865,0.052,NA,3750,NA,la_llave.temp_min_t,3.03,0.84,0.68,0.89,0.8,0.95
dacc-spring,2,63,1828,normal,hc,bge,216.095,0.037,NA,1242,NA,junin.temp_min_t,2.25,0.81,0.33,0.94,0.67,0.99
dacc-spring,2,63,1828,normal,hc,bge,216.095,0.037,NA,1242,NA,tunuyan.temp_min_t,3.09,0.69,0.61,0.86,0.81,0.95
dacc-spring,2,63,1828,normal,hc,bge,216.095,0.037,NA,1242,NA,agua_amarga.temp_min_t,2.44,0.76,0.51,0.92,0.57,0.96
dacc-spring,2,63,1828,normal,hc,bge,216.095,0.037,NA,1242,NA,las_paredes.temp_min_t,2.77,0.71,0.46,0.9,0.67,0.96
dacc-spring,2,63,1828,normal,hc,bge,216.095,0.037,NA,1242,NA,la_llave.temp_min_t,3.33,0.67,0.6,0.88,0.67,0.94
dacc,2,65,5516,normal,hc,loglik-g,420.417,0.36,NA,3750,NA,junin.temp_min_t,1.99,0.91,0.62,0.94,0.86,0.99
dacc,2,65,5516,normal,hc,loglik-g,420.417,0.36,NA,3750,NA,tunuyan.temp_min_t,2.61,0.87,0.77,0.9,0.89,0.95
dacc,2,65,5516,normal,hc,loglik-g,420.417,0.36,NA,3750,NA,agua_amarga.temp_min_t,2.07,0.9,0.62,0.92,0.77,0.97
dacc,2,65,5516,normal,hc,loglik-g,420.417,0.36,NA,3750,NA,las_paredes.temp_min_t,2.68,0.85,0.64,0.91,0.81,0.97
dacc,2,65,5516,normal,hc,loglik-g,420.417,0.36,NA,3750,NA,la_llave.temp_min_t,2.85,0.86,0.74,0.9,0.79,0.94
dacc,2,65,5516,normal,hc,aic-g,160.348,0.19,NA,3750,NA,junin.temp_min_t,2,0.91,0.6,0.94,0.85,0.98
dacc,2,65,5516,normal,hc,aic-g,160.348,0.19,NA,3750,NA,tunuyan.temp_min_t,2.6,0.87,0.78,0.9,0.89,0.95
dacc,2,65,5516,normal,hc,aic-g,160.348,0.19,NA,3750,NA,agua_amarga.temp_min_t,2.07,0.9,0.61,0.92,0.78,0.97
dacc,2,65,5516,normal,hc,aic-g,160.348,0.19,NA,3750,NA,las_paredes.temp_min_t,2.68,0.85,0.63,0.91,0.82,0.97
dacc,2,65,5516,normal,hc,aic-g,160.348,0.19,NA,3750,NA,la_llave.temp_min_t,2.86,0.85,0.74,0.9,0.79,0.94
dacc,2,65,5516,normal,hc,bge,1508.543,0.134,NA,3750,NA,junin.temp_min_t,2.03,0.91,0.6,0.93,0.82,0.98
dacc,2,65,5516,normal,hc,bge,1508.543,0.134,NA,3750,NA,tunuyan.temp_min_t,2.63,0.87,0.79,0.9,0.89,0.96
dacc,2,65,5516,normal,hc,bge,1508.543,0.134,NA,3750,NA,agua_amarga.temp_min_t,2.06,0.9,0.61,0.92,0.76,0.97
dacc,2,65,5516,normal,hc,bge,1508.543,0.134,NA,3750,NA,las_paredes.temp_min_t,2.71,0.85,0.56,0.9,0.81,0.97
dacc,2,65,5516,normal,hc,bge,1508.543,0.134,NA,3750,NA,la_llave.temp_min_t,2.89,0.85,0.72,0.9,0.8,0.95
dacc-temp,2,35,5516,normal,tabu,bic-g,8.953,0.04,NA,3750,NA,junin.temp_min_t,2.12,0.9,0.59,0.93,0.84,0.98
dacc-temp,2,35,5516,normal,tabu,bic-g,8.953,0.04,NA,3750,NA,tunuyan.temp_min_t,2.77,0.85,0.78,0.89,0.86,0.94
dacc-temp,2,35,5516,normal,tabu,bic-g,8.953,0.04,NA,3750,NA,agua_amarga.temp_min_t,2.23,0.88,0.62,0.92,0.76,0.97
dacc-temp,2,35,5516,normal,tabu,bic-g,8.953,0.04,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,2,35,5516,normal,tabu,bic-g,8.953,0.04,NA,3750,NA,la_llave.temp_min_t,3.03,0.84,0.68,0.89,0.8,0.95
dacc-spring,2,63,1828,normal,tabu,bic-g,19.315,0.043,NA,1242,NA,junin.temp_min_t,2.25,0.81,0.33,0.94,0.67,0.99
dacc-spring,2,63,1828,normal,tabu,bic-g,19.315,0.043,NA,1242,NA,tunuyan.temp_min_t,3.11,0.69,0.6,0.86,0.84,0.96
dacc-spring,2,63,1828,normal,tabu,bic-g,19.315,0.043,NA,1242,NA,agua_amarga.temp_min_t,2.44,0.76,0.53,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,tabu,bic-g,19.315,0.043,NA,1242,NA,las_paredes.temp_min_t,2.76,0.71,0.47,0.9,0.71,0.97
dacc-spring,2,63,1828,normal,tabu,bic-g,19.315,0.043,NA,1242,NA,la_llave.temp_min_t,3.35,0.66,0.63,0.88,0.67,0.94
dacc-temp,2,35,5516,normal,tabu,loglik-g,36.273,0.1,NA,3750,NA,junin.temp_min_t,2.11,0.9,0.59,0.93,0.83,0.98
dacc-temp,2,35,5516,normal,tabu,loglik-g,36.273,0.1,NA,3750,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.89,0.87,0.95
dacc-temp,2,35,5516,normal,tabu,loglik-g,36.273,0.1,NA,3750,NA,agua_amarga.temp_min_t,2.22,0.88,0.61,0.92,0.76,0.97
dacc-temp,2,35,5516,normal,tabu,loglik-g,36.273,0.1,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.65,0.91,0.81,0.97
dacc-temp,2,35,5516,normal,tabu,loglik-g,36.273,0.1,NA,3750,NA,la_llave.temp_min_t,3.02,0.84,0.68,0.89,0.8,0.95
dacc-temp,2,35,5516,normal,tabu,aic-g,15.395,0.056,NA,3750,NA,junin.temp_min_t,2.11,0.9,0.6,0.94,0.86,0.99
dacc-temp,2,35,5516,normal,tabu,aic-g,15.395,0.056,NA,3750,NA,tunuyan.temp_min_t,2.78,0.85,0.78,0.89,0.86,0.94
dacc-temp,2,35,5516,normal,tabu,aic-g,15.395,0.056,NA,3750,NA,agua_amarga.temp_min_t,2.21,0.88,0.63,0.92,0.77,0.97
dacc-temp,2,35,5516,normal,tabu,aic-g,15.395,0.056,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.65,0.91,0.82,0.97
dacc-temp,2,35,5516,normal,tabu,aic-g,15.395,0.056,NA,3750,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.81,0.95
dacc,2,65,5516,normal,tabu,bic-g,78.322,0.116,NA,3750,NA,junin.temp_min_t,2.02,0.91,0.56,0.93,0.86,0.99
dacc,2,65,5516,normal,tabu,bic-g,78.322,0.116,NA,3750,NA,tunuyan.temp_min_t,2.63,0.87,0.79,0.9,0.89,0.96
dacc,2,65,5516,normal,tabu,bic-g,78.322,0.116,NA,3750,NA,agua_amarga.temp_min_t,2.06,0.9,0.62,0.92,0.78,0.97
dacc,2,65,5516,normal,tabu,bic-g,78.322,0.116,NA,3750,NA,las_paredes.temp_min_t,2.72,0.85,0.57,0.9,0.82,0.97
dacc,2,65,5516,normal,tabu,bic-g,78.322,0.116,NA,3750,NA,la_llave.temp_min_t,2.89,0.85,0.72,0.9,0.8,0.95
dacc-spring,2,63,1828,normal,tabu,loglik-g,137.405,0.159,NA,1242,NA,junin.temp_min_t,2.31,0.79,0.42,0.94,0.58,0.98
dacc-spring,2,63,1828,normal,tabu,loglik-g,137.405,0.159,NA,1242,NA,tunuyan.temp_min_t,3.01,0.7,0.66,0.88,0.83,0.95
dacc-spring,2,63,1828,normal,tabu,loglik-g,137.405,0.159,NA,1242,NA,agua_amarga.temp_min_t,2.39,0.76,0.49,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,tabu,loglik-g,137.405,0.159,NA,1242,NA,las_paredes.temp_min_t,2.84,0.7,0.53,0.9,0.65,0.96
dacc-spring,2,63,1828,normal,tabu,loglik-g,137.405,0.159,NA,1242,NA,la_llave.temp_min_t,3.27,0.68,0.62,0.89,0.69,0.94
dacc-temp,2,35,5516,normal,tabu,bge,116.867,0.034,NA,3750,NA,junin.temp_min_t,2.11,0.9,0.59,0.93,0.83,0.98
dacc-temp,2,35,5516,normal,tabu,bge,116.867,0.034,NA,3750,NA,tunuyan.temp_min_t,2.78,0.85,0.78,0.89,0.86,0.94
dacc-temp,2,35,5516,normal,tabu,bge,116.867,0.034,NA,3750,NA,agua_amarga.temp_min_t,2.25,0.88,0.6,0.91,0.74,0.96
dacc-temp,2,35,5516,normal,tabu,bge,116.867,0.034,NA,3750,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,2,35,5516,normal,tabu,bge,116.867,0.034,NA,3750,NA,la_llave.temp_min_t,3.03,0.84,0.68,0.89,0.8,0.95
dacc-spring,2,63,1828,normal,tabu,aic-g,37.905,0.05,NA,1242,NA,junin.temp_min_t,2.34,0.79,0.47,0.94,0.61,0.98
dacc-spring,2,63,1828,normal,tabu,aic-g,37.905,0.05,NA,1242,NA,tunuyan.temp_min_t,3.03,0.7,0.68,0.88,0.81,0.94
dacc-spring,2,63,1828,normal,tabu,aic-g,37.905,0.05,NA,1242,NA,agua_amarga.temp_min_t,2.39,0.76,0.53,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,tabu,aic-g,37.905,0.05,NA,1242,NA,las_paredes.temp_min_t,2.91,0.69,0.55,0.9,0.64,0.95
dacc-spring,2,63,1828,normal,tabu,aic-g,37.905,0.05,NA,1242,NA,la_llave.temp_min_t,3.28,0.67,0.6,0.88,0.69,0.94
dacc-spring,2,63,1828,normal,tabu,bge,224.782,0.037,NA,1242,NA,junin.temp_min_t,2.25,0.81,0.33,0.94,0.67,0.99
dacc-spring,2,63,1828,normal,tabu,bge,224.782,0.037,NA,1242,NA,tunuyan.temp_min_t,3.09,0.69,0.61,0.86,0.81,0.95
dacc-spring,2,63,1828,normal,tabu,bge,224.782,0.037,NA,1242,NA,agua_amarga.temp_min_t,2.44,0.76,0.51,0.92,0.57,0.96
dacc-spring,2,63,1828,normal,tabu,bge,224.782,0.037,NA,1242,NA,las_paredes.temp_min_t,2.77,0.71,0.46,0.9,0.67,0.96
dacc-spring,2,63,1828,normal,tabu,bge,224.782,0.037,NA,1242,NA,la_llave.temp_min_t,3.33,0.67,0.6,0.88,0.67,0.94
dacc,2,65,5516,normal,tabu,loglik-g,402.162,0.359,NA,3750,NA,junin.temp_min_t,1.99,0.91,0.62,0.94,0.86,0.99
dacc,2,65,5516,normal,tabu,loglik-g,402.162,0.359,NA,3750,NA,tunuyan.temp_min_t,2.61,0.87,0.77,0.9,0.89,0.95
dacc,2,65,5516,normal,tabu,loglik-g,402.162,0.359,NA,3750,NA,agua_amarga.temp_min_t,2.07,0.9,0.62,0.92,0.77,0.97
dacc,2,65,5516,normal,tabu,loglik-g,402.162,0.359,NA,3750,NA,las_paredes.temp_min_t,2.68,0.85,0.64,0.91,0.81,0.97
dacc,2,65,5516,normal,tabu,loglik-g,402.162,0.359,NA,3750,NA,la_llave.temp_min_t,2.85,0.86,0.74,0.9,0.79,0.94
dacc,2,65,5516,normal,tabu,aic-g,161.52,0.185,NA,3750,NA,junin.temp_min_t,2,0.91,0.6,0.94,0.85,0.98
dacc,2,65,5516,normal,tabu,aic-g,161.52,0.185,NA,3750,NA,tunuyan.temp_min_t,2.6,0.87,0.78,0.9,0.89,0.95
dacc,2,65,5516,normal,tabu,aic-g,161.52,0.185,NA,3750,NA,agua_amarga.temp_min_t,2.07,0.9,0.61,0.92,0.78,0.97
dacc,2,65,5516,normal,tabu,aic-g,161.52,0.185,NA,3750,NA,las_paredes.temp_min_t,2.68,0.85,0.63,0.91,0.82,0.97
dacc,2,65,5516,normal,tabu,aic-g,161.52,0.185,NA,3750,NA,la_llave.temp_min_t,2.86,0.85,0.74,0.9,0.79,0.94
dacc,2,65,5516,normal,tabu,bge,1564.733,0.129,NA,3750,NA,junin.temp_min_t,2.03,0.91,0.6,0.93,0.82,0.98
dacc,2,65,5516,normal,tabu,bge,1564.733,0.129,NA,3750,NA,tunuyan.temp_min_t,2.63,0.87,0.79,0.9,0.89,0.96
dacc,2,65,5516,normal,tabu,bge,1564.733,0.129,NA,3750,NA,agua_amarga.temp_min_t,2.06,0.9,0.61,0.92,0.76,0.97
dacc,2,65,5516,normal,tabu,bge,1564.733,0.129,NA,3750,NA,las_paredes.temp_min_t,2.71,0.85,0.56,0.9,0.81,0.97
dacc,2,65,5516,normal,tabu,bge,1564.733,0.129,NA,3750,NA,la_llave.temp_min_t,2.89,0.85,0.72,0.9,0.8,0.95
dacc-temp,2,35,5516,smote,tabu,bic-g,6.403,0.028,390,3315,1560,junin.temp_min_t,2.12,0.9,0.74,0.94,0.75,0.96
dacc-spring,2,63,1828,smote,tabu,bic-g,12.857,0.027,118,1003,472,junin.temp_min_t,2.44,0.77,0.44,0.94,0.58,0.97
dacc-temp,2,35,5516,smote,tabu,bic-g,23.275,0.088,1057,8984,4228,tunuyan.temp_min_t,2.77,0.86,0.83,0.9,0.85,0.93
dacc-temp,2,35,5516,smote,tabu,bic-g,8.678,0.036,496,4216,1984,agua_amarga.temp_min_t,2.24,0.88,0.78,0.92,0.72,0.95
dacc-temp,2,35,5516,smote,tabu,bic-g,11.051,0.042,567,4819,2268,las_paredes.temp_min_t,2.88,0.83,0.76,0.91,0.75,0.94
dacc-temp,2,35,5516,smote,tabu,bic-g,13.519,0.053,698,5933,2792,la_llave.temp_min_t,3.05,0.84,0.8,0.89,0.74,0.92
dacc,2,65,5516,smote,tabu,bic-g,71.781,0.105,390,3315,1560,junin.temp_min_t,2.05,0.91,0.65,0.94,0.81,0.98
dacc-spring,2,63,1828,smote,tabu,bic-g,60.415,0.088,347,2949,1388,tunuyan.temp_min_t,3.14,0.68,0.74,0.88,0.8,0.93
dacc-temp,2,35,5516,smote,tabu,loglik-g,26.072,0.069,390,3315,1560,junin.temp_min_t,2.13,0.9,0.75,0.94,0.75,0.96
dacc-spring,2,63,1828,smote,tabu,bic-g,23.95,0.039,163,1385,652,agua_amarga.temp_min_t,2.6,0.75,0.58,0.92,0.59,0.96
dacc-spring,2,63,1828,smote,tabu,bic-g,27.823,0.047,216,1836,864,las_paredes.temp_min_t,3,0.68,0.62,0.89,0.59,0.93
dacc-temp,2,35,5516,smote,tabu,loglik-g,61.525,0.314,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.83,0.9,0.85,0.93
dacc-spring,2,63,1828,smote,tabu,bic-g,39.661,0.059,242,2057,968,la_llave.temp_min_t,3.56,0.67,0.72,0.87,0.62,0.91
dacc-temp,2,35,5516,smote,tabu,loglik-g,40.988,0.114,496,4216,1984,agua_amarga.temp_min_t,2.23,0.88,0.75,0.93,0.75,0.96
dacc-temp,2,35,5516,smote,tabu,loglik-g,49.708,0.131,567,4819,2268,las_paredes.temp_min_t,2.89,0.83,0.76,0.91,0.73,0.94
dacc-spring,2,63,1828,smote,tabu,loglik-g,107.322,0.154,118,1003,472,junin.temp_min_t,2.7,0.74,0.51,0.94,0.56,0.97
dacc-temp,2,35,5516,smote,tabu,loglik-g,58.316,0.16,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.81,0.89,0.74,0.92
dacc-temp,2,35,5516,smote,tabu,aic-g,18.208,0.062,390,3315,1560,junin.temp_min_t,2.12,0.9,0.72,0.93,0.75,0.97
dacc-temp,2,35,5516,smote,tabu,aic-g,58.808,0.192,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.83,0.9,0.85,0.93
dacc-temp,2,35,5516,smote,tabu,aic-g,19.582,0.07,496,4216,1984,agua_amarga.temp_min_t,2.2,0.89,0.8,0.93,0.73,0.95
dacc-temp,2,35,5516,smote,tabu,aic-g,25.051,0.087,567,4819,2268,las_paredes.temp_min_t,2.88,0.83,0.75,0.91,0.74,0.94
dacc,2,65,5516,smote,tabu,bic-g,389.699,0.512,1057,8984,4228,tunuyan.temp_min_t,2.62,0.87,0.82,0.91,0.87,0.94
dacc-temp,2,35,5516,smote,tabu,aic-g,35.461,0.124,698,5933,2792,la_llave.temp_min_t,3.04,0.84,0.81,0.89,0.74,0.92
dacc,2,65,5516,smote,tabu,bic-g,132.941,0.179,496,4216,1984,agua_amarga.temp_min_t,2.06,0.9,0.75,0.93,0.76,0.96
dacc-spring,2,63,1828,smote,tabu,loglik-g,376.918,0.359,347,2949,1388,tunuyan.temp_min_t,2.98,0.71,0.71,0.88,0.8,0.94
dacc-temp,2,35,5516,smote,tabu,bge,180.331,0.045,390,3315,1560,junin.temp_min_t,2.13,0.9,0.77,0.94,0.76,0.97
dacc,2,65,5516,smote,tabu,bic-g,166.679,0.238,567,4819,2268,las_paredes.temp_min_t,2.76,0.85,0.75,0.91,0.75,0.95
dacc-spring,2,63,1828,smote,tabu,loglik-g,178.464,0.192,163,1385,652,agua_amarga.temp_min_t,2.68,0.72,0.58,0.91,0.52,0.94
dacc,2,65,5516,smote,tabu,bic-g,237.69,0.302,698,5933,2792,la_llave.temp_min_t,2.95,0.85,0.82,0.9,0.75,0.92
dacc-spring,2,63,1828,smote,tabu,loglik-g,228.137,0.237,216,1836,864,las_paredes.temp_min_t,3.13,0.68,0.71,0.89,0.56,0.92
dacc-spring,2,63,1828,smote,tabu,loglik-g,266.348,0.269,242,2057,968,la_llave.temp_min_t,3.4,0.68,0.74,0.88,0.64,0.91
dacc-spring,2,63,1828,smote,tabu,aic-g,49.013,0.071,118,1003,472,junin.temp_min_t,2.71,0.72,0.42,0.92,0.44,0.96
