dataset,days,ncol,nrow,config_train,alg,score,t_run_s, t_fitted,nfrostorig,ntrain,nfrostsmote,var,RMSE,r2,Sensitivity,Acc,Precision,Specificity
dacc,1,35,5517,smote,tabu,aic-g,24.169,0.072,567,4819,2268,las_paredes.temp_min_t,2.77,0.84,0.72,0.9,0.74,0.94
dacc-temp,2,35,5516,smote,tabu,bge,100.683,0.033,390,3315,1560,junin.temp_min_t,2.14,0.9,0.75,0.94,0.74,0.96
dacc,1,35,5517,smote,tabu,aic-g,29.189,0.086,698,5933,2792,la_llave.temp_min_t,3.08,0.84,0.82,0.89,0.74,0.92
dacc-spring,2,63,1828,normal,hc,bge,216.622,0.037,NA,1242,NA,junin.temp_min_t,2.25,0.81,0.33,0.94,0.67,0.99
dacc-spring,2,63,1828,normal,hc,bge,216.622,0.037,NA,1242,NA,tunuyan.temp_min_t,3.09,0.69,0.61,0.86,0.81,0.95
dacc-spring,2,63,1828,normal,hc,bge,216.622,0.037,NA,1242,NA,agua_amarga.temp_min_t,2.44,0.76,0.51,0.92,0.57,0.96
dacc-spring,2,63,1828,normal,hc,bge,216.622,0.037,NA,1242,NA,las_paredes.temp_min_t,2.77,0.71,0.46,0.9,0.67,0.96
dacc-spring,2,63,1828,normal,hc,bge,216.622,0.037,NA,1242,NA,la_llave.temp_min_t,3.33,0.67,0.6,0.88,0.67,0.94
dacc,1,35,5517,normal,tabu,bge,172.822,0.043,NA,3751,NA,junin.temp_min_t,2.09,0.91,0.54,0.93,0.87,0.99
dacc,1,35,5517,normal,tabu,bge,172.822,0.043,NA,3751,NA,tunuyan.temp_min_t,2.82,0.86,0.74,0.89,0.9,0.96
dacc,1,35,5517,normal,tabu,bge,172.822,0.043,NA,3751,NA,agua_amarga.temp_min_t,2.08,0.9,0.62,0.92,0.76,0.97
dacc,1,35,5517,normal,tabu,bge,172.822,0.043,NA,3751,NA,las_paredes.temp_min_t,2.77,0.84,0.6,0.9,0.81,0.97
dacc,1,35,5517,normal,tabu,bge,172.822,0.043,NA,3751,NA,la_llave.temp_min_t,2.93,0.85,0.72,0.9,0.8,0.95
dacc,1,35,5517,smote,tabu,bge,197.892,0.04,390,3315,1560,junin.temp_min_t,2.09,0.9,0.66,0.94,0.79,0.98
dacc-temp,2,35,5516,smote,tabu,bge,412.234,0.098,1057,8984,4228,tunuyan.temp_min_t,2.77,0.86,0.82,0.9,0.85,0.93
dacc-spring,2,63,1828,smote,hc,bge,256.022,0.034,118,1003,472,junin.temp_min_t,2.33,0.79,0.47,0.94,0.62,0.98
dacc-temp,2,35,5516,smote,tabu,bge,126.43,0.041,496,4216,1984,agua_amarga.temp_min_t,2.26,0.88,0.77,0.92,0.72,0.95
dacc-temp,2,35,5516,smote,tabu,bge,161.567,0.048,567,4819,2268,las_paredes.temp_min_t,2.87,0.83,0.75,0.9,0.72,0.94
dacc-temp,2,35,5516,smote,tabu,bge,251.141,0.063,698,5933,2792,la_llave.temp_min_t,3.05,0.84,0.81,0.89,0.74,0.92
dacc-temp,2,35,5516,normal,local,bic-g,0,0.001,NA,3750,NA,junin.temp_min_t,2.2,0.89,0.57,0.93,0.84,0.98
dacc-temp,2,35,5516,normal,local,bic-g,0,0.001,NA,3750,NA,tunuyan.temp_min_t,2.93,0.84,0.76,0.88,0.85,0.94
dacc-temp,2,35,5516,normal,local,bic-g,0,0.001,NA,3750,NA,agua_amarga.temp_min_t,2.33,0.87,0.54,0.91,0.77,0.97
dacc-temp,2,35,5516,normal,local,bic-g,0,0.001,NA,3750,NA,las_paredes.temp_min_t,3,0.81,0.62,0.91,0.82,0.97
dacc-temp,2,35,5516,normal,local,bic-g,0,0.001,NA,3750,NA,la_llave.temp_min_t,3.15,0.82,0.67,0.89,0.8,0.95
dacc-temp,2,35,5516,smote,local,bic-g,0,0.001,390,3315,1560,junin.temp_min_t,2.21,0.89,0.71,0.94,0.76,0.97
dacc-temp,2,35,5516,smote,local,bic-g,0,0.002,1057,8984,4228,tunuyan.temp_min_t,2.92,0.84,0.8,0.89,0.83,0.93
dacc-temp,2,35,5516,smote,local,bic-g,0,0.001,496,4216,1984,agua_amarga.temp_min_t,2.34,0.87,0.66,0.92,0.73,0.96
dacc-temp,2,35,5516,smote,local,bic-g,0,0.002,567,4819,2268,las_paredes.temp_min_t,3.06,0.81,0.72,0.9,0.71,0.94
dacc-temp,2,35,5516,smote,local,bic-g,0,0.002,698,5933,2792,la_llave.temp_min_t,3.19,0.82,0.78,0.89,0.75,0.93
dacc,1,35,5517,smote,tabu,bge,577.69,0.124,1057,8984,4228,tunuyan.temp_min_t,2.73,0.86,0.82,0.91,0.88,0.95
dacc-temp,3,50,5515,normal,hc,bic-g,16.954,0.048,NA,3749,NA,junin.temp_min_t,2.14,0.9,0.59,0.94,0.86,0.99
dacc-temp,3,50,5515,normal,hc,bic-g,16.954,0.048,NA,3749,NA,tunuyan.temp_min_t,2.77,0.86,0.78,0.89,0.86,0.94
dacc-temp,3,50,5515,normal,hc,bic-g,16.954,0.048,NA,3749,NA,agua_amarga.temp_min_t,2.23,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,hc,bic-g,16.954,0.048,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,hc,bic-g,16.954,0.048,NA,3749,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.8,0.95
dacc-temp,3,50,5515,smote,hc,bic-g,20.175,0.051,390,3315,1560,junin.temp_min_t,2.19,0.9,0.72,0.94,0.75,0.97
dacc-temp,3,50,5515,smote,hc,bic-g,75.374,0.161,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.83,0.9,0.85,0.94
dacc-temp,3,50,5515,smote,hc,bic-g,27.13,0.066,496,4216,1984,agua_amarga.temp_min_t,2.2,0.89,0.8,0.93,0.73,0.95
dacc-temp,3,50,5515,smote,hc,bic-g,28.757,0.073,567,4819,2268,las_paredes.temp_min_t,2.89,0.83,0.74,0.9,0.73,0.94
dacc,1,35,5517,smote,tabu,bge,215.182,0.052,496,4216,1984,agua_amarga.temp_min_t,2.09,0.89,0.67,0.92,0.77,0.97
dacc-temp,3,50,5515,smote,hc,bic-g,40.004,0.098,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.8,0.89,0.74,0.92
dacc-temp,3,50,5515,normal,hc,loglik-g,122.276,0.183,NA,3749,NA,junin.temp_min_t,2.13,0.9,0.6,0.93,0.83,0.98
dacc-temp,3,50,5515,normal,hc,loglik-g,122.276,0.183,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,hc,loglik-g,122.276,0.183,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.63,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,hc,loglik-g,122.276,0.183,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,hc,loglik-g,122.276,0.183,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.79,0.95
dacc-temp,3,50,5515,smote,hc,loglik-g,106.817,0.161,390,3315,1560,junin.temp_min_t,2.18,0.9,0.73,0.94,0.77,0.97
dacc,1,35,5517,smote,tabu,bge,285.023,0.062,567,4819,2268,las_paredes.temp_min_t,2.88,0.83,0.69,0.9,0.72,0.94
dacc-spring,2,63,1828,smote,hc,bge,1218.146,0.109,347,2949,1388,tunuyan.temp_min_t,3.01,0.7,0.69,0.88,0.82,0.95
dacc-temp,3,50,5515,smote,hc,loglik-g,305.707,0.422,1057,8984,4228,tunuyan.temp_min_t,2.77,0.85,0.82,0.9,0.85,0.93
dacc-temp,3,50,5515,smote,hc,loglik-g,134.71,0.201,496,4216,1984,agua_amarga.temp_min_t,2.25,0.88,0.77,0.92,0.72,0.95
dacc,1,35,5517,smote,tabu,bge,389.834,0.077,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.81,0.9,0.75,0.92
dacc,1,35,5517,normal,local,bic-g,0,0.001,NA,3751,NA,junin.temp_min_t,2.18,0.91,0.43,0.92,0.9,0.99
dacc,1,35,5517,normal,local,bic-g,0,0.001,NA,3751,NA,tunuyan.temp_min_t,2.92,0.84,0.76,0.89,0.88,0.95
dacc,1,35,5517,normal,local,bic-g,0,0.001,NA,3751,NA,agua_amarga.temp_min_t,2.32,0.87,0.49,0.91,0.81,0.98
dacc,1,35,5517,normal,local,bic-g,0,0.001,NA,3751,NA,las_paredes.temp_min_t,2.9,0.83,0.53,0.9,0.87,0.98
dacc,1,35,5517,normal,local,bic-g,0,0.001,NA,3751,NA,la_llave.temp_min_t,2.97,0.85,0.67,0.89,0.81,0.95
dacc,1,35,5517,smote,local,bic-g,0,0.001,390,3315,1560,junin.temp_min_t,2.06,0.91,0.56,0.93,0.86,0.99
dacc,1,35,5517,smote,local,bic-g,0,0.002,1057,8984,4228,tunuyan.temp_min_t,2.87,0.84,0.81,0.9,0.87,0.95
dacc,1,35,5517,smote,local,bic-g,0,0.001,496,4216,1984,agua_amarga.temp_min_t,2.29,0.87,0.59,0.91,0.75,0.97
dacc,1,35,5517,smote,local,bic-g,0,0.002,567,4819,2268,las_paredes.temp_min_t,2.88,0.83,0.63,0.9,0.8,0.97
dacc,1,35,5517,smote,local,bic-g,0,0.002,698,5933,2792,la_llave.temp_min_t,2.97,0.84,0.77,0.9,0.76,0.93
dacc,2,65,5516,normal,hc,bic-g,76.982,0.12,NA,3750,NA,junin.temp_min_t,2.02,0.91,0.56,0.93,0.86,0.99
dacc,2,65,5516,normal,hc,bic-g,76.982,0.12,NA,3750,NA,tunuyan.temp_min_t,2.63,0.87,0.79,0.9,0.89,0.96
dacc,2,65,5516,normal,hc,bic-g,76.982,0.12,NA,3750,NA,agua_amarga.temp_min_t,2.06,0.9,0.62,0.92,0.78,0.97
dacc,2,65,5516,normal,hc,bic-g,76.982,0.12,NA,3750,NA,las_paredes.temp_min_t,2.72,0.85,0.57,0.9,0.82,0.97
dacc,2,65,5516,normal,hc,bic-g,76.982,0.12,NA,3750,NA,la_llave.temp_min_t,2.89,0.85,0.72,0.9,0.8,0.95
dacc-spring,2,63,1828,smote,hc,bge,376.589,0.045,163,1385,652,agua_amarga.temp_min_t,2.68,0.74,0.69,0.92,0.58,0.95
dacc-temp,3,50,5515,smote,hc,loglik-g,157.251,0.238,567,4819,2268,las_paredes.temp_min_t,2.91,0.83,0.75,0.9,0.72,0.93
dacc,2,65,5516,smote,hc,bic-g,76.712,0.105,390,3315,1560,junin.temp_min_t,2.05,0.91,0.67,0.93,0.77,0.97
dacc-temp,3,50,5515,smote,hc,loglik-g,195.387,0.288,698,5933,2792,la_llave.temp_min_t,3.02,0.84,0.8,0.89,0.74,0.92
dacc-temp,3,50,5515,normal,hc,aic-g,38.041,0.084,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.84,0.98
dacc-temp,3,50,5515,normal,hc,aic-g,38.041,0.084,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.79,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,hc,aic-g,38.041,0.084,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,hc,aic-g,38.041,0.084,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.63,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,hc,aic-g,38.041,0.084,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc-temp,3,50,5515,smote,hc,aic-g,44.969,0.085,390,3315,1560,junin.temp_min_t,2.16,0.9,0.77,0.94,0.75,0.96
dacc,2,65,5516,smote,hc,bic-g,304.2,0.353,1057,8984,4228,tunuyan.temp_min_t,2.61,0.87,0.81,0.91,0.88,0.95
dacc,2,65,5516,smote,hc,bic-g,108.979,0.143,496,4216,1984,agua_amarga.temp_min_t,2.08,0.9,0.64,0.92,0.77,0.97
dacc-temp,3,50,5515,smote,hc,aic-g,168.367,0.275,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.82,0.9,0.85,0.93
dacc-temp,3,50,5515,smote,hc,aic-g,65.883,0.117,496,4216,1984,agua_amarga.temp_min_t,2.21,0.89,0.8,0.92,0.71,0.95
dacc,2,65,5516,smote,hc,bic-g,127.866,0.165,567,4819,2268,las_paredes.temp_min_t,2.7,0.85,0.69,0.91,0.78,0.96
dacc-spring,2,63,1828,smote,hc,bge,568.766,0.064,216,1836,864,las_paredes.temp_min_t,3.09,0.68,0.67,0.9,0.6,0.93
dacc-temp,3,50,5515,smote,hc,aic-g,69.312,0.128,567,4819,2268,las_paredes.temp_min_t,2.93,0.83,0.76,0.91,0.73,0.94
dacc-temp,3,50,5515,smote,hc,aic-g,92.56,0.17,698,5933,2792,la_llave.temp_min_t,3.03,0.84,0.8,0.89,0.74,0.92
dacc,2,65,5516,smote,hc,bic-g,179.777,0.226,698,5933,2792,la_llave.temp_min_t,2.92,0.85,0.81,0.9,0.75,0.92
dacc-temp,3,50,5515,normal,hc,bge,265.894,0.058,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.85,0.98
dacc-temp,3,50,5515,normal,hc,bge,265.894,0.058,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,hc,bge,265.894,0.058,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.61,0.92,0.77,0.97
dacc-temp,3,50,5515,normal,hc,bge,265.894,0.058,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,hc,bge,265.894,0.058,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
dacc,2,65,5516,normal,hc,loglik-g,398.507,0.355,NA,3750,NA,junin.temp_min_t,1.99,0.91,0.62,0.94,0.86,0.99
dacc,2,65,5516,normal,hc,loglik-g,398.507,0.355,NA,3750,NA,tunuyan.temp_min_t,2.61,0.87,0.77,0.9,0.89,0.95
dacc,2,65,5516,normal,hc,loglik-g,398.507,0.355,NA,3750,NA,agua_amarga.temp_min_t,2.07,0.9,0.62,0.92,0.77,0.97
dacc,2,65,5516,normal,hc,loglik-g,398.507,0.355,NA,3750,NA,las_paredes.temp_min_t,2.68,0.85,0.64,0.91,0.81,0.97
dacc,2,65,5516,normal,hc,loglik-g,398.507,0.355,NA,3750,NA,la_llave.temp_min_t,2.85,0.86,0.74,0.9,0.79,0.94
dacc-spring,2,63,1828,smote,hc,bge,631.692,0.074,242,2057,968,la_llave.temp_min_t,3.49,0.66,0.7,0.88,0.63,0.92
dacc-spring,2,63,1828,normal,tabu,bic-g,13.874,0.031,NA,1242,NA,junin.temp_min_t,2.25,0.81,0.33,0.94,0.67,0.99
dacc-spring,2,63,1828,normal,tabu,bic-g,13.874,0.031,NA,1242,NA,tunuyan.temp_min_t,3.11,0.69,0.6,0.86,0.84,0.96
dacc-spring,2,63,1828,normal,tabu,bic-g,13.874,0.031,NA,1242,NA,agua_amarga.temp_min_t,2.44,0.76,0.53,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,tabu,bic-g,13.874,0.031,NA,1242,NA,las_paredes.temp_min_t,2.76,0.71,0.47,0.9,0.71,0.97
dacc-spring,2,63,1828,normal,tabu,bic-g,13.874,0.031,NA,1242,NA,la_llave.temp_min_t,3.35,0.66,0.63,0.88,0.67,0.94
dacc-spring,2,63,1828,smote,tabu,bic-g,11.236,0.027,118,1003,472,junin.temp_min_t,2.51,0.77,0.49,0.93,0.52,0.97
dacc-spring,2,63,1828,smote,tabu,bic-g,58.831,0.09,347,2949,1388,tunuyan.temp_min_t,3.08,0.69,0.67,0.88,0.84,0.96
dacc-spring,2,63,1828,smote,tabu,bic-g,17.007,0.036,163,1385,652,agua_amarga.temp_min_t,2.71,0.74,0.62,0.91,0.52,0.94
dacc-spring,2,63,1828,smote,tabu,bic-g,29.464,0.048,216,1836,864,las_paredes.temp_min_t,3.11,0.68,0.71,0.89,0.59,0.92
dacc-temp,3,50,5515,smote,hc,bge,393.553,0.066,390,3315,1560,junin.temp_min_t,2.18,0.9,0.78,0.94,0.73,0.96
dacc-spring,2,63,1828,smote,tabu,bic-g,36.262,0.058,242,2057,968,la_llave.temp_min_t,3.55,0.66,0.73,0.88,0.63,0.91
dacc-spring,2,63,1828,normal,tabu,loglik-g,106.305,0.115,NA,1242,NA,junin.temp_min_t,2.31,0.79,0.42,0.94,0.58,0.98
dacc-spring,2,63,1828,normal,tabu,loglik-g,106.305,0.115,NA,1242,NA,tunuyan.temp_min_t,3.01,0.7,0.66,0.88,0.83,0.95
dacc-spring,2,63,1828,normal,tabu,loglik-g,106.305,0.115,NA,1242,NA,agua_amarga.temp_min_t,2.39,0.76,0.49,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,tabu,loglik-g,106.305,0.115,NA,1242,NA,las_paredes.temp_min_t,2.84,0.7,0.53,0.9,0.65,0.96
dacc-spring,2,63,1828,normal,tabu,loglik-g,106.305,0.115,NA,1242,NA,la_llave.temp_min_t,3.27,0.68,0.62,0.89,0.69,0.94
dacc,2,65,5516,smote,hc,loglik-g,358.642,0.318,390,3315,1560,junin.temp_min_t,2.06,0.91,0.73,0.94,0.77,0.97
dacc-spring,2,63,1828,smote,tabu,loglik-g,91.535,0.099,118,1003,472,junin.temp_min_t,2.87,0.7,0.53,0.92,0.48,0.95
dacc-spring,2,63,1828,smote,tabu,loglik-g,292.445,0.268,347,2949,1388,tunuyan.temp_min_t,3.07,0.69,0.73,0.88,0.81,0.94
dacc-spring,2,63,1828,smote,tabu,loglik-g,131.136,0.132,163,1385,652,agua_amarga.temp_min_t,2.64,0.73,0.62,0.92,0.57,0.95
dacc-spring,2,63,1828,smote,tabu,loglik-g,169.608,0.169,216,1836,864,las_paredes.temp_min_t,3.31,0.66,0.72,0.87,0.52,0.9
dacc-spring,2,63,1828,smote,tabu,loglik-g,187.506,0.187,242,2057,968,la_llave.temp_min_t,3.62,0.66,0.75,0.86,0.58,0.89
dacc-spring,2,63,1828,normal,tabu,aic-g,32.24,0.05,NA,1242,NA,junin.temp_min_t,2.34,0.79,0.47,0.94,0.61,0.98
dacc-spring,2,63,1828,normal,tabu,aic-g,32.24,0.05,NA,1242,NA,tunuyan.temp_min_t,3.03,0.7,0.68,0.88,0.81,0.94
dacc-spring,2,63,1828,normal,tabu,aic-g,32.24,0.05,NA,1242,NA,agua_amarga.temp_min_t,2.39,0.76,0.53,0.92,0.59,0.96
dacc-spring,2,63,1828,normal,tabu,aic-g,32.24,0.05,NA,1242,NA,las_paredes.temp_min_t,2.91,0.69,0.55,0.9,0.64,0.95
dacc-spring,2,63,1828,normal,tabu,aic-g,32.24,0.05,NA,1242,NA,la_llave.temp_min_t,3.28,0.67,0.6,0.88,0.69,0.94
dacc-spring,2,63,1828,smote,tabu,aic-g,34.992,0.048,118,1003,472,junin.temp_min_t,2.56,0.75,0.49,0.93,0.51,0.96
dacc,2,65,5516,smote,hc,loglik-g,1001.294,0.854,1057,8984,4228,tunuyan.temp_min_t,2.59,0.87,0.81,0.9,0.87,0.94
dacc-spring,2,63,1828,smote,tabu,aic-g,145.101,0.157,347,2949,1388,tunuyan.temp_min_t,3.04,0.7,0.69,0.88,0.82,0.95
dacc-spring,2,63,1828,smote,tabu,aic-g,49.425,0.065,163,1385,652,agua_amarga.temp_min_t,2.67,0.74,0.58,0.91,0.52,0.94
dacc-spring,2,63,1828,smote,tabu,aic-g,71.448,0.085,216,1836,864,las_paredes.temp_min_t,3.17,0.67,0.71,0.89,0.57,0.92
dacc-spring,2,63,1828,smote,tabu,aic-g,84.596,0.102,242,2057,968,la_llave.temp_min_t,3.45,0.67,0.72,0.88,0.63,0.91
dacc-temp,3,50,5515,smote,hc,bge,1444.388,0.189,1057,8984,4228,tunuyan.temp_min_t,2.75,0.86,0.81,0.9,0.85,0.94
dacc,2,65,5516,smote,hc,loglik-g,471.545,0.408,496,4216,1984,agua_amarga.temp_min_t,2.13,0.89,0.64,0.92,0.75,0.96
dacc-spring,2,63,1828,normal,tabu,bge,225.56,0.037,NA,1242,NA,junin.temp_min_t,2.25,0.81,0.33,0.94,0.67,0.99
dacc-spring,2,63,1828,normal,tabu,bge,225.56,0.037,NA,1242,NA,tunuyan.temp_min_t,3.09,0.69,0.61,0.86,0.81,0.95
dacc-spring,2,63,1828,normal,tabu,bge,225.56,0.037,NA,1242,NA,agua_amarga.temp_min_t,2.44,0.76,0.51,0.92,0.57,0.96
dacc-spring,2,63,1828,normal,tabu,bge,225.56,0.037,NA,1242,NA,las_paredes.temp_min_t,2.77,0.71,0.46,0.9,0.67,0.96
dacc-spring,2,63,1828,normal,tabu,bge,225.56,0.037,NA,1242,NA,la_llave.temp_min_t,3.33,0.67,0.6,0.88,0.67,0.94
dacc-spring,2,63,1828,smote,tabu,bge,234.334,0.033,118,1003,472,junin.temp_min_t,2.61,0.79,0.63,0.94,0.55,0.96
dacc-temp,3,50,5515,smote,hc,bge,523.762,0.083,496,4216,1984,agua_amarga.temp_min_t,2.22,0.89,0.79,0.92,0.72,0.95
dacc,2,65,5516,smote,hc,loglik-g,521.467,0.466,567,4819,2268,las_paredes.temp_min_t,2.78,0.84,0.73,0.9,0.74,0.94
dacc-temp,3,50,5515,smote,hc,bge,609.981,0.098,567,4819,2268,las_paredes.temp_min_t,2.9,0.83,0.77,0.91,0.74,0.94
dacc,2,65,5516,smote,hc,loglik-g,646.455,0.559,698,5933,2792,la_llave.temp_min_t,2.92,0.85,0.83,0.9,0.75,0.92
dacc,2,65,5516,normal,hc,aic-g,159.941,0.184,NA,3750,NA,junin.temp_min_t,2,0.91,0.6,0.94,0.85,0.98
dacc,2,65,5516,normal,hc,aic-g,159.941,0.184,NA,3750,NA,tunuyan.temp_min_t,2.6,0.87,0.78,0.9,0.89,0.95
dacc,2,65,5516,normal,hc,aic-g,159.941,0.184,NA,3750,NA,agua_amarga.temp_min_t,2.07,0.9,0.61,0.92,0.78,0.97
dacc,2,65,5516,normal,hc,aic-g,159.941,0.184,NA,3750,NA,las_paredes.temp_min_t,2.68,0.85,0.63,0.91,0.82,0.97
dacc,2,65,5516,normal,hc,aic-g,159.941,0.184,NA,3750,NA,la_llave.temp_min_t,2.86,0.85,0.74,0.9,0.79,0.94
dacc-spring,2,63,1828,smote,tabu,bge,1218.503,0.109,347,2949,1388,tunuyan.temp_min_t,3.11,0.69,0.69,0.87,0.8,0.94
dacc,2,65,5516,smote,hc,aic-g,165.48,0.185,390,3315,1560,junin.temp_min_t,2.14,0.9,0.66,0.93,0.76,0.97
dacc-temp,3,50,5515,smote,hc,bge,757.224,0.123,698,5933,2792,la_llave.temp_min_t,3.04,0.84,0.8,0.89,0.74,0.92
dacc-temp,3,50,5515,normal,tabu,bic-g,17.638,0.048,NA,3749,NA,junin.temp_min_t,2.14,0.9,0.59,0.94,0.86,0.99
dacc-temp,3,50,5515,normal,tabu,bic-g,17.638,0.048,NA,3749,NA,tunuyan.temp_min_t,2.77,0.86,0.78,0.89,0.86,0.94
dacc-temp,3,50,5515,normal,tabu,bic-g,17.638,0.048,NA,3749,NA,agua_amarga.temp_min_t,2.23,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,tabu,bic-g,17.638,0.048,NA,3749,NA,las_paredes.temp_min_t,2.81,0.83,0.64,0.91,0.82,0.97
dacc-temp,3,50,5515,normal,tabu,bic-g,17.638,0.048,NA,3749,NA,la_llave.temp_min_t,3.03,0.84,0.67,0.89,0.8,0.95
dacc-temp,3,50,5515,smote,tabu,bic-g,18.77,0.049,390,3315,1560,junin.temp_min_t,2.19,0.9,0.73,0.94,0.75,0.97
dacc-temp,3,50,5515,smote,tabu,bic-g,77.791,0.179,1057,8984,4228,tunuyan.temp_min_t,2.77,0.85,0.83,0.9,0.85,0.93
dacc-spring,2,63,1828,smote,tabu,bge,378.709,0.044,163,1385,652,agua_amarga.temp_min_t,2.64,0.73,0.49,0.91,0.53,0.95
dacc-temp,3,50,5515,smote,tabu,bic-g,22.915,0.063,496,4216,1984,agua_amarga.temp_min_t,2.28,0.88,0.74,0.92,0.71,0.95
dacc-temp,3,50,5515,smote,tabu,bic-g,28.68,0.073,567,4819,2268,las_paredes.temp_min_t,2.91,0.83,0.75,0.9,0.73,0.94
dacc-temp,3,50,5515,smote,tabu,bic-g,45.289,0.125,698,5933,2792,la_llave.temp_min_t,3.01,0.84,0.77,0.89,0.75,0.93
dacc-temp,3,50,5515,normal,tabu,loglik-g,151.897,0.208,NA,3749,NA,junin.temp_min_t,2.13,0.9,0.6,0.93,0.83,0.98
dacc-temp,3,50,5515,normal,tabu,loglik-g,151.897,0.208,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.78,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,tabu,loglik-g,151.897,0.208,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.63,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,tabu,loglik-g,151.897,0.208,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.64,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,tabu,loglik-g,151.897,0.208,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.79,0.95
dacc,2,65,5516,smote,hc,aic-g,639.741,0.574,1057,8984,4228,tunuyan.temp_min_t,2.61,0.87,0.81,0.9,0.87,0.95
dacc-temp,3,50,5515,smote,tabu,loglik-g,128.326,0.186,390,3315,1560,junin.temp_min_t,2.18,0.9,0.76,0.93,0.73,0.96
dacc,2,65,5516,smote,hc,aic-g,269.25,0.267,496,4216,1984,agua_amarga.temp_min_t,2.15,0.89,0.73,0.92,0.73,0.95
dacc-temp,3,50,5515,smote,tabu,loglik-g,356.28,0.465,1057,8984,4228,tunuyan.temp_min_t,2.76,0.86,0.83,0.9,0.85,0.94
dacc-spring,2,63,1828,smote,tabu,bge,802.402,0.084,216,1836,864,las_paredes.temp_min_t,2.9,0.71,0.68,0.92,0.71,0.96
dacc-temp,3,50,5515,smote,tabu,loglik-g,163.609,0.22,496,4216,1984,agua_amarga.temp_min_t,2.26,0.88,0.76,0.92,0.71,0.95
dacc,2,65,5516,smote,hc,aic-g,337.832,0.275,567,4819,2268,las_paredes.temp_min_t,2.69,0.85,0.74,0.91,0.76,0.95
dacc-temp,3,50,5515,smote,tabu,loglik-g,190.456,0.254,567,4819,2268,las_paredes.temp_min_t,2.9,0.83,0.76,0.9,0.73,0.94
dacc-temp,3,50,5515,smote,tabu,loglik-g,237.83,0.329,698,5933,2792,la_llave.temp_min_t,3.05,0.84,0.81,0.9,0.74,0.92
dacc,2,65,5516,smote,hc,aic-g,434.675,0.45,698,5933,2792,la_llave.temp_min_t,2.99,0.85,0.83,0.89,0.73,0.91
dacc-temp,3,50,5515,normal,tabu,aic-g,44.429,0.106,NA,3749,NA,junin.temp_min_t,2.12,0.9,0.6,0.94,0.84,0.98
dacc-temp,3,50,5515,normal,tabu,aic-g,44.429,0.106,NA,3749,NA,tunuyan.temp_min_t,2.75,0.86,0.79,0.9,0.87,0.95
dacc-temp,3,50,5515,normal,tabu,aic-g,44.429,0.106,NA,3749,NA,agua_amarga.temp_min_t,2.22,0.88,0.62,0.92,0.78,0.97
dacc-temp,3,50,5515,normal,tabu,aic-g,44.429,0.106,NA,3749,NA,las_paredes.temp_min_t,2.82,0.83,0.63,0.91,0.81,0.97
dacc-temp,3,50,5515,normal,tabu,aic-g,44.429,0.106,NA,3749,NA,la_llave.temp_min_t,3.02,0.84,0.67,0.89,0.8,0.95
