dataset,var,config.train,config.vars,T,alg,t_run_s,FAR,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,ROC,Sens,Spec
dacc-temp,junin.temp_min,normal,all,4,C5.0,16.781,0.28,0.91898017,0.5982820008,0.9052586722,0.9312886616,0.8742209632,1.22E-09,0.0004443859301,0.5810810811,0.967595593,0.7206703911,0.9413619168,0.7206703911,0.5810810811,0.6433915212,0.1257790368,0.0730878187,0.1014164306,0.774338337,0.9279558935,0.7179487179,0.9827329562
dacc-temp,junin.temp_min,normal,all,4,glm,8.51,0.2,0.9388101983,0.7022390648,0.926596893,0.9495379185,0.8742209632,2.28E-19,0.00149616429,0.6801801802,0.9760207388,0.8031914894,0.954977806,0.8031914894,0.6801801802,0.7365853659,0.1257790368,0.08555240793,0.1065155807,0.8281004595,0.9717200632,0.6615384615,0.9770765109
dacc-temp,junin.temp_min,normal,all,4,rpart,4.971,0.21,0.9246458924,0.6065187693,0.9113285827,0.9365297417,0.8742209632,5.74E-12,1.05E-08,0.5495495495,0.9786130914,0.7870967742,0.9378881988,0.7870967742,0.5495495495,0.6472148541,0.1257790368,0.06912181303,0.08781869688,0.7640813205,0.9287352768,0.6923076923,0.9892825246
dacc-temp,junin.temp_min,smote,all,4,C5.0,69.192,0.41,0.9042492918,0.611767309,0.8895586103,0.9175794135,0.8742209632,4.78E-05,1.85E-06,0.7612612613,0.9248217758,0.5929824561,0.9641891892,0.5929824561,0.7612612613,0.6666666667,0.1257790368,0.09575070822,0.1614730878,0.8430415185,0.9796680941,0.9871794872,0.9461149152
dacc-temp,junin.temp_min,smote,all,4,glm,27.46,0.4,0.9104815864,0.6662981072,0.8961875971,0.9233929397,0.8742209632,9.56E-07,2.48E-19,0.9009009009,0.911860013,0.5952380952,0.9846046186,0.5952380952,0.9009009009,0.7168458781,0.1257790368,0.1133144476,0.190368272,0.9063804569,0.9697345822,0.9102564103,0.91634415
dacc-temp,junin.temp_min,smote,all,4,rpart,24.272,0.41,0.9076487252,0.6415734663,0.8931721303,0.9207527372,0.8742209632,6.24E-06,5.47E-12,0.8333333333,0.9183408944,0.5948553055,0.9745529574,0.5948553055,0.8333333333,0.6941838649,0.1257790368,0.104815864,0.176203966,0.8758371138,0.9414202945,0.9205128205,0.91634415
dacc-spring,junin.temp_min,smote,local,1,rf,65.906,0.52,0.9215017065,0.5484605849,0.8966807656,0.9419586897,0.9266211604,0.7156677822,0.0002277626025,0.7674418605,0.9337016575,0.4782608696,0.9806576402,0.4782608696,0.7674418605,0.5892857143,0.07337883959,0.05631399317,0.1177474403,0.850571759,0.9962372881,1,0.9608888889
dacc-spring,junin.temp_min,smote,local,2,rf,222.315,0.46,0.933447099,0.5536153756,0.9101401397,0.9522498681,0.9266211604,0.2950542646,0.2001848042,0.6511627907,0.955801105,0.5384615385,0.9719101124,0.5384615385,0.6511627907,0.5894736842,0.07337883959,0.04778156997,0.08873720137,0.8034819478,0.9963885035,1,0.9617437722
dacc-spring,junin.temp_min,smote,local,3,rf,192.783,0.54,0.9180887372,0.4949908435,0.89286323,0.9389895212,0.9266211604,0.8097933831,0.01413796946,0.6511627907,0.9392265193,0.4590163934,0.9714285714,0.4590163934,0.6511627907,0.5384615385,0.07337883959,0.04778156997,0.1040955631,0.795194655,0.9988831369,1,0.9608192342
dacc-spring,junin.temp_min,smote,local,4,rf,194.135,0.53,0.9213675214,0.5331043098,0.8965065517,0.9418584689,0.9282051282,0.7678601625,0.0006959618993,0.7380952381,0.9355432781,0.4696969697,0.978805395,0.4696969697,0.7380952381,0.5740740741,0.07179487179,0.05299145299,0.1128205128,0.8368192581,0.9984758609,1,0.9634581105
dacc-spring,junin.temp_min,smote,all,1,rf,232.984,0.49,0.9283276451,0.5659106141,0.9043519926,0.9478598251,0.9266211604,0.477389832,0.003370431447,0.7441860465,0.9429097606,0.5079365079,0.9789674952,0.5079365079,0.7441860465,0.6037735849,0.07337883959,0.05460750853,0.1075085324,0.8435479036,0.9979359699,1,0.96
dacc-spring,junin.temp_min,smote,all,2,rf,383.75,0.46,0.9351535836,0.5853104399,0.9120767399,0.9537057573,0.9266211604,0.2414017701,0.03495507264,0.7209302326,0.9521178637,0.5438596491,0.97731569,0.5438596491,0.7209302326,0.62,0.07337883959,0.05290102389,0.09726962457,0.8365240481,0.9990123047,1,0.9644128114
dacc-spring,junin.temp_min,smote,all,3,rf,549.622,0.48,0.9317406143,0.5865815373,0.9082072306,0.9507901626,0.9266211604,0.3531555686,0.002663119259,0.7674418605,0.9447513812,0.5238095238,0.9808795411,0.5238095238,0.7674418605,0.6226415094,0.07337883959,0.05631399317,0.1075085324,0.8560966208,0.9992264968,1,0.9617097061
dacc-spring,junin.temp_min,smote,all,4,rf,716.963,0.53,0.9230769231,0.5044892428,0.8984229056,0.9433411143,0.9282051282,0.7177537302,0.03688842571,0.6428571429,0.9447513812,0.4736842105,0.9715909091,0.4736842105,0.6428571429,0.5454545455,0.07179487179,0.04615384615,0.09743589744,0.793804262,0.9980040144,1,0.9572192513
dacc-spring,junin.temp_min,normal,local,1,rf,24.563,0.29,0.9385665529,0.3739687815,0.9159615551,0.9566055123,0.9266211604,0.1510390124,3.09E-05,0.2790697674,0.9907918969,0.7058823529,0.9455184534,0.7058823529,0.2790697674,0.4,0.07337883959,0.0204778157,0.02901023891,0.6349308322,1,1,1
dacc-spring,junin.temp_min,normal,local,2,rf,104.979,0.41,0.9317406143,0.3044097573,0.9082072306,0.9507901626,0.9266211604,0.3531555686,7.72E-05,0.2325581395,0.9871086556,0.5882352941,0.9420035149,0.5882352941,0.2325581395,0.3333333333,0.07337883959,0.01706484642,0.02901023891,0.6098333976,1,1,1
dacc-spring,junin.temp_min,normal,local,3,rf,152.677,0.38,0.933447099,0.3115850352,0.9101401397,0.9522498681,0.9266211604,0.2950542646,3.14E-05,0.2325581395,0.9889502762,0.625,0.9421052632,0.625,0.2325581395,0.3389830508,0.07337883959,0.01706484642,0.02730375427,0.6107542079,1,1,1
dacc-spring,junin.temp_min,normal,local,4,rf,187.06,0.5,0.9282051282,0.1693711968,0.9041906217,0.9477698445,0.9282051282,0.5409425891,1.72E-06,0.119047619,0.9907918969,0.5,0.9356521739,0.5,0.119047619,0.1923076923,0.07179487179,0.008547008547,0.01709401709,0.554919758,1,1,1
dacc-spring,junin.temp_min,normal,all,1,rf,223.169,0.4,0.9351535836,0.4093055335,0.9120767399,0.9537057573,0.9266211604,0.2414017701,0.005819816954,0.3488372093,0.9815837937,0.6,0.9500891266,0.6,0.3488372093,0.4411764706,0.07337883959,0.02559726962,0.04266211604,0.6652105015,1,1,1
dacc-spring,junin.temp_min,normal,all,2,rf,385.628,0.44,0.9300341297,0.297444295,0.9062778875,0.9493267734,0.9266211604,0.4144277429,0.0001781293055,0.2325581395,0.985267035,0.5555555556,0.9419014085,0.5555555556,0.2325581395,0.3278688525,0.07337883959,0.01706484642,0.03071672355,0.6089125873,1,1,1
dacc-spring,junin.temp_min,normal,all,3,rf,553.937,0.38,0.9351535836,0.3762115525,0.9120767399,0.9537057573,0.9266211604,0.2414017701,0.0006576543953,0.3023255814,0.985267035,0.619047619,0.9469026549,0.619047619,0.3023255814,0.40625,0.07337883959,0.02218430034,0.03583617747,0.6437963082,1,1,1
dacc-spring,junin.temp_min,normal,all,4,rf,724.628,0.36,0.9384615385,0.4082939987,0.915819644,0.9565306907,0.9282051282,0.1904816786,0.001541969569,0.3333333333,0.985267035,0.6363636364,0.9502664298,0.6363636364,0.3333333333,0.4375,0.07179487179,0.02393162393,0.03760683761,0.6593001842,1,1,1
dacc-spring,tunuyan.temp_min,smote,local,1,rf,91.94,0.28,0.8583617747,0.642667176,0.8274720821,0.8855812177,0.7372013652,9.54E-13,0.2723605833,0.7662337662,0.8912037037,0.7151515152,0.9144893112,0.7151515152,0.7662337662,0.7398119122,0.2627986348,0.2013651877,0.2815699659,0.828718735,0.9975598793,1,0.9865921788
dacc-spring,tunuyan.temp_min,smote,local,2,rf,499.616,0.25,0.8703071672,0.6652837903,0.8403773299,0.8964391027,0.7372013652,2.93E-15,1,0.7532467532,0.912037037,0.7532467532,0.912037037,0.7532467532,0.7532467532,0.7532467532,0.2627986348,0.1979522184,0.2627986348,0.8326418951,0.9994043115,1,0.9865921788
dacc-spring,tunuyan.temp_min,smote,local,3,rf,716.801,0.27,0.861774744,0.6469511923,0.8311521224,0.888690753,0.7372013652,1.96E-13,0.6567212866,0.7532467532,0.900462963,0.7295597484,0.9110070258,0.7295597484,0.7532467532,0.7412140575,0.2627986348,0.1979522184,0.271331058,0.8268548581,0.99924408,1,0.9888143177
dacc-spring,tunuyan.temp_min,smote,local,4,rf,935.703,0.28,0.8547008547,0.6277706663,0.8235018715,0.8822621983,0.7384615385,8E-12,0.6643894432,0.7385620915,0.8958333333,0.7151898734,0.906323185,0.7151898734,0.7385620915,0.7266881029,0.2615384615,0.1931623932,0.2700854701,0.8171977124,0.9995945476,1,0.9854423292
dacc-spring,tunuyan.temp_min,smote,all,1,rf,1076.539,0.24,0.8720136519,0.6689963699,0.8422268616,0.8979842113,0.7372013652,1.21E-15,1,0.7532467532,0.9143518519,0.7581699346,0.9122401848,0.7581699346,0.7532467532,0.7557003257,0.2627986348,0.1979522184,0.2610921502,0.8337993025,0.9987382007,1,0.9854748603
dacc-spring,tunuyan.temp_min,smote,all,2,rf,1983.819,0.22,0.8839590444,0.7005170755,0.8552186828,0.9087541067,0.7372013652,1.61E-18,1,0.7792207792,0.9212962963,0.7792207792,0.9212962963,0.7792207792,0.7792207792,0.7792207792,0.2627986348,0.204778157,0.2627986348,0.8502585378,0.9998856922,1,0.9877094972
dacc-spring,tunuyan.temp_min,smote,all,3,rf,2874.754,0.24,0.8771331058,0.6842199802,0.8477848947,0.9026099425,0.7372013652,7.78E-17,0.9061856158,0.7727272727,0.9143518519,0.7628205128,0.9186046512,0.7628205128,0.7727272727,0.7677419355,0.2627986348,0.2030716724,0.2662116041,0.8435395623,0.9996744225,1,0.9865771812
dacc-spring,tunuyan.temp_min,smote,all,4,rf,3818.157,0.27,0.8666666667,0.6619549273,0.8364085734,0.8931593468,0.7384615385,3.18E-14,0.3081795475,0.7777777778,0.8981481481,0.7300613497,0.9194312796,0.7300613497,0.7777777778,0.753164557,0.2615384615,0.2034188034,0.2786324786,0.837962963,0.999897028,1,0.9843225084
dacc-spring,tunuyan.temp_min,normal,local,1,rf,32.914,0.2,0.8771331058,0.6719333167,0.8477848947,0.9026099425,0.7372013652,7.78E-17,0.07709987174,0.7142857143,0.9351851852,0.7971014493,0.9017857143,0.7971014493,0.7142857143,0.7534246575,0.2627986348,0.1877133106,0.2354948805,0.8247354497,1,1,1
dacc-spring,tunuyan.temp_min,normal,local,2,rf,169.281,0.2,0.8788395904,0.6771875921,0.8496408102,0.9041485599,0.7372013652,3.02E-17,0.09661420845,0.7207792208,0.9351851852,0.7985611511,0.903803132,0.7985611511,0.7207792208,0.7576791809,0.2627986348,0.1894197952,0.2372013652,0.827982203,1,1,1
dacc-spring,tunuyan.temp_min,normal,local,3,rf,232.117,0.24,0.8634812287,0.6386062288,0.8329942498,0.8902433821,0.7372013652,8.71E-14,0.2187580045,0.7012987013,0.9212962963,0.7605633803,0.8963963964,0.7605633803,0.7012987013,0.7297297297,0.2627986348,0.1843003413,0.2423208191,0.8112974988,1,1,1
dacc-spring,tunuyan.temp_min,normal,local,4,rf,288.005,0.24,0.8564102564,0.6101670713,0.8253415244,0.8838231566,0.7384615385,3.79E-12,0.021946771,0.6535947712,0.9282407407,0.7633587786,0.8832599119,0.7633587786,0.6535947712,0.7042253521,0.2615384615,0.1709401709,0.2239316239,0.790917756,1,1,1
dacc-spring,tunuyan.temp_min,normal,all,1,rf,329.547,0.18,0.8788395904,0.6700712099,0.8496408102,0.9041485599,0.7372013652,3.02E-17,0.004395678791,0.6883116883,0.9467592593,0.8217054264,0.8949671772,0.8217054264,0.6883116883,0.7491166078,0.2627986348,0.180887372,0.2201365188,0.8175354738,1,1,1
dacc-spring,tunuyan.temp_min,normal,all,2,rf,568.853,0.19,0.8737201365,0.6568869477,0.8440779484,0.8995277393,0.7372013652,4.92E-16,0.00750204922,0.6818181818,0.9421296296,0.8076923077,0.8925438596,0.8076923077,0.6818181818,0.7394366197,0.2627986348,0.1791808874,0.2218430034,0.8119739057,1,1,1
dacc-spring,tunuyan.temp_min,normal,all,3,rf,802.721,0.19,0.8686006826,0.6390066723,0.8385293274,0.8948924402,0.7372013652,7E-15,0.001418322555,0.6558441558,0.9444444444,0.808,0.885032538,0.808,0.6558441558,0.7240143369,0.2627986348,0.1723549488,0.2133105802,0.8001443001,1,1,1
dacc-spring,tunuyan.temp_min,normal,all,4,rf,1037.18,0.18,0.8820512821,0.6804872836,0.8531111509,0.9070599986,0.7384615385,9.05E-18,0.01605261641,0.7058823529,0.9444444444,0.8181818182,0.9006622517,0.8181818182,0.7058823529,0.7578947368,0.2615384615,0.1846153846,0.2256410256,0.8251633987,1,1,1
dacc-spring,agua_amarga.temp_min,smote,local,1,rf,41.452,0.54,0.8976109215,0.4516702536,0.8701732096,0.9209538415,0.9061433447,0.784286535,0.1555803478,0.5636363636,0.9322033898,0.4626865672,0.9537572254,0.4626865672,0.5636363636,0.5081967213,0.09385665529,0.05290102389,0.114334471,0.7479198767,0.9968359464,1,0.9694444444
dacc-spring,agua_amarga.temp_min,smote,local,2,rf,207.143,0.48,0.9112627986,0.517619123,0.8852610194,0.9330174437,0.9061433447,0.3679933485,0.2120034309,0.6181818182,0.9416195857,0.5230769231,0.9596928983,0.5230769231,0.6181818182,0.5666666667,0.09385665529,0.05802047782,0.1109215017,0.7799007019,0.9970320167,1,0.9777571826
dacc-spring,agua_amarga.temp_min,smote,local,3,rf,274.093,0.5,0.9061433447,0.5221929018,0.8795859108,0.92851117,0.9061433447,0.5358225511,0.01521924174,0.6727272727,0.9303201507,0.5,0.96484375,0.5,0.6727272727,0.5736434109,0.09385665529,0.06313993174,0.1262798635,0.8015237117,0.9967788566,1,0.9675324675
dacc-spring,agua_amarga.temp_min,smote,local,4,rf,337.139,0.54,0.8957264957,0.5048907388,0.868075449,0.9192964422,0.905982906,0.8222825766,0.0003370360536,0.7090909091,0.9150943396,0.4642857143,0.9680638723,0.4642857143,0.7090909091,0.5611510791,0.09401709402,0.06666666667,0.1435897436,0.8120926244,0.9977434923,1,0.9693877551
dacc-spring,agua_amarga.temp_min,smote,all,1,rf,382.247,0.41,0.9300341297,0.6438165268,0.9062778875,0.9493267734,0.9061433447,0.02437859792,0.004936818556,0.8,0.9435028249,0.5945945946,0.978515625,0.5945945946,0.8,0.6821705426,0.09385665529,0.07508532423,0.1262798635,0.8717514124,0.9977533515,1,0.9722222222
dacc-spring,agua_amarga.temp_min,smote,all,2,rf,647.792,0.38,0.9351535836,0.6675326227,0.9120767399,0.9537057573,0.9061433447,0.007389814163,0.005819816954,0.8181818182,0.9472693032,0.6164383562,0.9805068226,0.6164383562,0.8181818182,0.703125,0.09385665529,0.07679180887,0.1245733788,0.8827255607,0.9984079783,1,0.9759036145
dacc-spring,agua_amarga.temp_min,smote,all,3,rf,942.38,0.39,0.9317406143,0.6449883379,0.9082072306,0.9507901626,0.9061433447,0.01678349355,0.01770606581,0.7818181818,0.9472693032,0.6056338028,0.9766990291,0.6056338028,0.7818181818,0.6825396825,0.09385665529,0.07337883959,0.1211604096,0.8645437425,0.9974674756,1,0.9675324675
dacc-spring,agua_amarga.temp_min,smote,all,4,rf,1254.115,0.42,0.9264957265,0.6366197183,0.9022648441,0.9462969038,0.905982906,0.04794917062,0.0007937400866,0.8181818182,0.9377358491,0.5769230769,0.9802761341,0.5769230769,0.8181818182,0.6766917293,0.09401709402,0.07692307692,0.1333333333,0.8779588336,0.9975585326,1,0.9693877551
dacc-spring,agua_amarga.temp_min,normal,local,1,rf,28.219,0.38,0.9197952218,0.4311149667,0.8947705644,0.9404755787,0.9061433447,0.1433022362,0.003530761918,0.3818181818,0.9755178908,0.6176470588,0.9384057971,0.6176470588,0.3818181818,0.4719101124,0.09385665529,0.03583617747,0.05802047782,0.6786680363,1,1,1
dacc-spring,agua_amarga.temp_min,normal,local,2,rf,136.853,0.42,0.9163822526,0.4399453872,0.8909586825,0.9375006013,0.9061433447,0.2201727624,0.0455002639,0.4181818182,0.9679849341,0.575,0.9413919414,0.575,0.4181818182,0.4842105263,0.09385665529,0.03924914676,0.06825938567,0.6930833761,1,1,1
dacc-spring,agua_amarga.temp_min,normal,local,3,rf,181.382,0.37,0.9249146758,0.5017199397,0.9005101096,0.944915714,0.9061433447,0.06506215713,0.05001639549,0.4727272727,0.9717514124,0.6341463415,0.9467889908,0.6341463415,0.4727272727,0.5416666667,0.09385665529,0.04436860068,0.06996587031,0.7222393426,1,1,1
dacc-spring,agua_amarga.temp_min,normal,local,4,rf,222.516,0.4,0.9196581197,0.4627259404,0.8945931544,0.9403727828,0.905982906,0.1432802973,0.04114063297,0.4363636364,0.9698113208,0.6,0.9431192661,0.6,0.4363636364,0.5052631579,0.09401709402,0.04102564103,0.06837606838,0.7030874786,1,1,1
dacc-spring,agua_amarga.temp_min,normal,all,1,rf,235.699,0.3,0.9368600683,0.5994161771,0.9140171644,0.955157689,0.9061433447,0.00471879399,0.1884454172,0.5818181818,0.9736346516,0.6956521739,0.9574074074,0.6956521739,0.5818181818,0.6336633663,0.09385665529,0.05460750853,0.07849829352,0.7777264167,1,1,1
dacc-spring,agua_amarga.temp_min,normal,all,2,rf,409.24,0.3,0.933447099,0.5542422469,0.9101401397,0.9522498681,0.9061433447,0.01127723258,0.02497467929,0.5090909091,0.9774011299,0.7,0.9505494505,0.7,0.5090909091,0.5894736842,0.09385665529,0.04778156997,0.06825938567,0.7432460195,1,1,1
dacc-spring,agua_amarga.temp_min,normal,all,3,rf,589.72,0.28,0.9351535836,0.561601764,0.9120767399,0.9537057573,0.9061433447,0.007389814163,0.01496101768,0.5090909091,0.9792843691,0.7179487179,0.9506398537,0.7179487179,0.5090909091,0.5957446809,0.09385665529,0.04778156997,0.06655290102,0.7441876391,1,1,1
dacc-spring,agua_amarga.temp_min,normal,all,4,rf,774.853,0.28,0.9367521368,0.5770395701,0.9138719921,0.9550803593,0.905982906,0.004715921802,0.02135854043,0.5272727273,0.979245283,0.725,0.952293578,0.725,0.5272727273,0.6105263158,0.09401709402,0.04957264957,0.06837606838,0.7532590051,1,1,1
dacc-spring,las_paredes.temp_min,smote,local,1,rf,56.855,0.43,0.8890784983,0.5642773799,0.8608124208,0.9133434959,0.866894198,0.06157568809,0.02557366937,0.7051282051,0.9173228346,0.5670103093,0.9529652352,0.5670103093,0.7051282051,0.6285714286,0.133105802,0.09385665529,0.1655290102,0.8112255199,0.9955844964,1,0.970788705
dacc-spring,las_paredes.temp_min,smote,local,2,rf,290.132,0.45,0.8839590444,0.5507958696,0.8552186828,0.9087541067,0.866894198,0.1228307484,0.01087705404,0.7051282051,0.9114173228,0.55,0.9526748971,0.55,0.7051282051,0.6179775281,0.133105802,0.09385665529,0.1706484642,0.808272764,0.9978182983,1,0.9668615984
dacc-spring,las_paredes.temp_min,smote,local,3,rf,398.896,0.42,0.8941979522,0.5864220016,0.8664229758,0.917915742,0.866894198,0.02696565821,0.01582171482,0.7307692308,0.9192913386,0.5816326531,0.9569672131,0.5816326531,0.7307692308,0.6477272727,0.133105802,0.09726962457,0.1672354949,0.8250302847,0.9975406504,1,0.9629268293
dacc-spring,las_paredes.temp_min,smote,local,4,rf,504.739,0.47,0.8786324786,0.5287877928,0.8493881013,0.9039825244,0.8683760684,0.2532404348,0.009029910763,0.6883116883,0.907480315,0.53,0.9505154639,0.53,0.6883116883,0.5988700565,0.1316239316,0.0905982906,0.1709401709,0.7978960016,0.9964402722,1,0.95703125
dacc-spring,las_paredes.temp_min,smote,all,1,rf,581.773,0.39,0.9044368601,0.6227525636,0.8776989338,0.9270042408,0.866894198,0.00331348049,0.0231033938,0.7564102564,0.9271653543,0.6145833333,0.9612244898,0.6145833333,0.7564102564,0.6781609195,0.133105802,0.1006825939,0.1638225256,0.8417878054,0.9972997584,1,0.9717624148
dacc-spring,las_paredes.temp_min,smote,all,2,rf,1015.251,0.37,0.909556314,0.644718479,0.8833668951,0.9315178326,0.866894198,0.0009113304243,0.01341754107,0.7820512821,0.9291338583,0.6288659794,0.9652351738,0.6288659794,0.7820512821,0.6971428571,0.133105802,0.1040955631,0.1655290102,0.8555925702,0.9989283265,1,0.9678362573
dacc-spring,las_paredes.temp_min,smote,all,3,rf,1450.556,0.41,0.8976109215,0.6036434143,0.8701732096,0.9209538415,0.866894198,0.01435498317,0.006706275608,0.7564102564,0.9192913386,0.59,0.9609053498,0.59,0.7564102564,0.6629213483,0.133105802,0.1006825939,0.1706484642,0.8378507975,0.9991440831,1,0.9668292683
dacc-spring,las_paredes.temp_min,smote,all,4,rf,1914.93,0.43,0.894017094,0.5983388704,0.8661982212,0.9177737095,0.8683760684,0.03521716929,0.0006058018737,0.7792207792,0.9114173228,0.5714285714,0.9645833333,0.5714285714,0.7792207792,0.6593406593,0.1316239316,0.1025641026,0.1794871795,0.845319051,0.9992867043,1,0.9677734375
dacc-spring,las_paredes.temp_min,normal,local,1,rf,31.106,0.34,0.9027303754,0.5517593065,0.8758142265,0.92549499,0.866894198,0.004909105739,0.1853263042,0.5641025641,0.9547244094,0.6567164179,0.9344894027,0.6567164179,0.5641025641,0.6068965517,0.133105802,0.07508532423,0.114334471,0.7594134868,1,1,1
dacc-spring,las_paredes.temp_min,normal,local,2,rf,154.921,0.29,0.9129692833,0.5942599582,0.8871576478,0.9345144886,0.866894198,0.0003498252948,0.09289194088,0.5897435897,0.9625984252,0.7076923077,0.9385796545,0.7076923077,0.5897435897,0.6433566434,0.133105802,0.07849829352,0.1109215017,0.7761710075,1,1,1
dacc-spring,las_paredes.temp_min,normal,local,3,rf,210.472,0.31,0.9078498294,0.5678702136,0.8814752122,0.9300157205,0.866894198,0.001428200963,0.07688120491,0.5641025641,0.9606299213,0.6875,0.9348659004,0.6875,0.5641025641,0.6197183099,0.133105802,0.07508532423,0.1092150171,0.7623662427,1,1,1
dacc-spring,las_paredes.temp_min,normal,local,4,rf,264.097,0.31,0.9094017094,0.5679769253,0.88317042,0.931399472,0.8683760684,0.001341431249,0.05447403511,0.5584415584,0.9625984252,0.6935483871,0.9349904398,0.6935483871,0.5584415584,0.618705036,0.1316239316,0.0735042735,0.105982906,0.7605199918,1,1,1
dacc-spring,las_paredes.temp_min,normal,all,1,rf,296.317,0.25,0.9180887372,0.6066454103,0.89286323,0.9389895212,0.866894198,7.14E-05,0.01413796946,0.5769230769,0.9704724409,0.75,0.9372623574,0.75,0.5769230769,0.652173913,0.133105802,0.07679180887,0.1023890785,0.7736977589,1,1,1
dacc-spring,las_paredes.temp_min,normal,all,2,rf,514.505,0.25,0.9197952218,0.6171425394,0.8947705644,0.9404755787,0.866894198,4.02E-05,0.01960410857,0.5897435897,0.9704724409,0.7540983607,0.939047619,0.7540983607,0.5897435897,0.6618705036,0.133105802,0.07849829352,0.1040955631,0.7801080153,1,1,1
