dataset,var,config.train,config.vars,T,alg,t_run_s,FAR,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,ROC,Sens,Spec
dacc-temp,tunuyan.temp_min,smote,local,4,glm,42.018,0.2,0.8923512748,0.7556117831,0.8769511424,0.9064326295,0.6872521246,9.74E-93,0.000378,0.8731884058,0.901071723,0.8006644518,0.939810834,0.8006644518,0.8731884058,0.835355286,0.3127478754,0.2730878187,0.3410764873,0.8871300644,0.9478854618,0.8722800378,0.8911589896
dacc-temp,tunuyan.temp_min,smote,local,4,rpart,36.841,0.21,0.8815864023,0.728953353,0.8655922225,0.8962992803,0.6872521246,3.12E-82,0.0268641378,0.8405797101,0.9002473207,0.7931623932,0.9254237288,0.7931623932,0.8405797101,0.8161829376,0.3127478754,0.2628895184,0.3314447592,0.8704135154,0.9614838668,0.8987701041,0.9372213967
dacc-temp,tunuyan.temp_min,smote,all,1,C5.0,115.728,0.24,0.8708946772,0.70989106,0.8543549531,0.8861907923,0.6874292186,1.46E-72,2.58E-06,0.8586956522,0.8764415157,0.7596153846,0.9316987741,0.7596153846,0.8586956522,0.806122449,0.3125707814,0.268403171,0.3533408834,0.8675685839,0.9867008855,0.9791863765,0.9584261321
dacc-temp,tunuyan.temp_min,smote,all,1,glm,47.164,0.2,0.8946772367,0.7619697734,0.8794157882,0.9086125325,0.6874292186,4.77E-95,1.52E-05,0.8858695652,0.8986820428,0.7990196078,0.945407279,0.7990196078,0.8858695652,0.8402061856,0.3125707814,0.2768969422,0.3465458664,0.892275804,0.9505249761,0.8770104068,0.8890126206
dacc-temp,tunuyan.temp_min,smote,all,1,rpart,43.169,0.21,0.8952434881,0.7651646385,0.8800150001,0.9091438418,0.6874292186,1.23E-95,2.3E-08,0.902173913,0.892092257,0.7917329094,0.9525065963,0.7917329094,0.902173913,0.8433530906,0.3125707814,0.281993205,0.3561721404,0.897133085,0.946413383,0.9186376537,0.9142538976
dacc-temp,tunuyan.temp_min,smote,all,2,C5.0,186.944,0.26,0.8567383918,0.6766929916,0.8395236117,0.8727582064,0.6874292186,4.77E-61,9.7E-05,0.8278985507,0.8698517298,0.7430894309,0.9174630756,0.7430894309,0.8278985507,0.7832047986,0.3125707814,0.2587768969,0.3482446206,0.8488751403,0.9864031314,0.9782403027,0.9725213517
dacc-temp,tunuyan.temp_min,smote,all,2,glm,71.608,0.2,0.8929784824,0.7568474839,0.8776189191,0.9070178325,0.6874292186,2.67E-93,0.00048,0.8731884058,0.9019769357,0.8019966722,0.9399141631,0.8019966722,0.8731884058,0.8360797918,0.3125707814,0.2729331823,0.3403171008,0.8875826708,0.9528839091,0.8722800378,0.8993687338
dacc-temp,tunuyan.temp_min,smote,all,2,rpart,64.94,0.22,0.889580974,0.7531755258,0.8740285523,0.9038250384,0.6874292186,7.17E-90,4.3E-09,0.8985507246,0.8855024712,0.7811023622,0.9504862953,0.7811023622,0.8985507246,0.8357203033,0.3125707814,0.2808607022,0.3595696489,0.8920265979,0.9424486413,0.9176915799,0.900482733
dacc-temp,tunuyan.temp_min,smote,all,3,C5.0,243.877,0.23,0.8742921857,0.7150793166,0.8579233444,0.8894056964,0.6874292186,1.6E-75,0.000375,0.847826087,0.8863261944,0.7722772277,0.9275862069,0.7722772277,0.847826087,0.8082901554,0.3125707814,0.2650056625,0.3431483579,0.8670761407,0.9840253402,0.9649952696,0.9669390788
dacc-temp,tunuyan.temp_min,smote,all,3,glm,90.712,0.19,0.8963759909,0.7629662336,0.8812138128,0.9102060688,0.6874292186,8.06E-97,0.01195898357,0.865942029,0.910214168,0.8143100511,0.9372349449,0.8143100511,0.865942029,0.839332748,0.3125707814,0.2706681767,0.332389581,0.8880780985,0.954118584,0.8789025544,0.9019316493
dacc-temp,tunuyan.temp_min,smote,all,3,rpart,86.154,0.21,0.8929784824,0.7589400625,0.8776189191,0.9070178325,0.6874292186,2.67E-93,1.58E-06,0.8894927536,0.8945634267,0.7932148627,0.9468177855,0.7932148627,0.8894927536,0.8385994876,0.3125707814,0.2780294451,0.3505096263,0.8920280902,0.951018892,0.9120151372,0.9063893016
dacc-temp,tunuyan.temp_min,smote,all,4,C5.0,301.377,0.26,0.8498583569,0.659961745,0.8323302621,0.866214358,0.6872521246,5.56E-56,0.000909,0.8097826087,0.8680956307,0.7364085667,0.9093264249,0.7364085667,0.8097826087,0.771354616,0.3127478754,0.2532577904,0.3439093484,0.8389391197,0.9906487353,0.9810785241,0.9754829123
dacc-temp,tunuyan.temp_min,smote,all,4,glm,113.469,0.18,0.8974504249,0.7641201901,0.8823470918,0.9112171261,0.6872521246,4.95E-98,0.102,0.856884058,0.9159109646,0.8226086957,0.9336134454,0.8226086957,0.856884058,0.8393966282,0.3127478754,0.2679886686,0.3257790368,0.8863975113,0.9537882313,0.8741721854,0.9049034175
dacc-temp,tunuyan.temp_min,smote,all,4,rpart,101.129,0.17,0.8957507082,0.7577274904,0.8805472773,0.9096234667,0.6872521246,3.04E-96,0.9412324061,0.8351449275,0.9233305853,0.8321299639,0.9248554913,0.8321299639,0.8351449275,0.8336347197,0.3127478754,0.2611898017,0.3138810198,0.8792377564,0.9179838015,0.8590350047,0.9231054978
dacc-temp,tunuyan.temp_min,normal,local,1,C5.0,2.12,0.2,0.892412231,0.7554430217,0.8770202154,0.9064860115,0.6874292186,1.01E-92,0.00065,0.8713768116,0.9019769357,0.8016666667,0.9391080617,0.8016666667,0.8713768116,0.8350694444,0.3125707814,0.2723669309,0.3397508494,0.8866768737,0.9173418066,0.8817407758,0.8971789161
dacc-temp,tunuyan.temp_min,normal,local,1,glm,2.487,0.16,0.8901472254,0.7420810937,0.8746266403,0.9043574793,0.6874292186,1.95E-90,0.222,0.8079710145,0.9275123558,0.8352059925,0.913961039,0.8352059925,0.8079710145,0.8213627993,0.3125707814,0.2525481314,0.3023782559,0.8677416852,0.9470876449,0.8060548723,0.920935412
dacc-temp,tunuyan.temp_min,normal,local,1,rpart,1.864,0.18,0.8975084938,0.7644128932,0.8824131502,0.9112677675,0.6874292186,5.15E-98,0.0744,0.8586956522,0.9151565074,0.8214904679,0.9343986543,0.8214904679,0.8586956522,0.8396811337,0.3125707814,0.268403171,0.3267270668,0.8869260798,0.9203603579,0.8684957427,0.9109131403
dacc-temp,tunuyan.temp_min,normal,local,2,C5.0,2.848,0.2,0.8969422424,0.7677571701,0.8818134155,0.9107369847,0.6874292186,2.04E-97,1.45E-06,0.8949275362,0.8978583196,0.7993527508,0.9494773519,0.7993527508,0.8949275362,0.8444444444,0.3125707814,0.2797281993,0.3499433749,0.8963929279,0.9349910645,0.9025543992,0.8956554029
dacc-temp,tunuyan.temp_min,normal,local,2,glm,2.499,0.16,0.8929784824,0.7493530582,0.8776189191,0.9070178325,0.6874292186,2.67E-93,0.383,0.8170289855,0.9275123558,0.8367346939,0.9176854116,0.8367346939,0.8170289855,0.8267644363,0.3125707814,0.2553793884,0.305209513,0.8722706707,0.9479736701,0.8022705771,0.9209060527
dacc-temp,tunuyan.temp_min,normal,local,2,rpart,1.931,0.17,0.9020385051,0.7741644577,0.8872159034,0.9155091194,0.6874292186,6.7E-103,0.171,0.8605072464,0.92092257,0.8318739054,0.9355648536,0.8318739054,0.8605072464,0.8459483526,0.3125707814,0.2689694224,0.3233295583,0.8907149082,0.9206137641,0.8609271523,0.9153360564
dacc-temp,tunuyan.temp_min,normal,local,3,C5.0,3.675,0.18,0.8907134768,0.7468173708,0.8752248498,0.9048897979,0.6874292186,5.28E-91,0.565,0.8333333333,0.9168039539,0.8199643494,0.9236514523,0.8199643494,0.8333333333,0.8265947889,0.3125707814,0.2604756512,0.3176670442,0.8750686436,0.921722761,0.8372753075,0.9216196137
dacc-temp,tunuyan.temp_min,normal,local,3,glm,2.804,0.16,0.8952434881,0.7544135798,0.8800150001,0.9091438418,0.6874292186,1.23E-95,0.3033385021,0.8188405797,0.9299835255,0.8417132216,0.918633035,0.8417132216,0.8188405797,0.8301193756,0.3125707814,0.2559456399,0.3040770102,0.8744120526,0.9481834821,0.8051087985,0.9223625557
dacc-temp,tunuyan.temp_min,normal,local,3,rpart,2.165,0.17,0.9020385051,0.7741644577,0.8872159034,0.9155091194,0.6874292186,6.7E-103,0.171,0.8605072464,0.92092257,0.8318739054,0.9355648536,0.8318739054,0.8605072464,0.8459483526,0.3125707814,0.2689694224,0.3233295583,0.8907149082,0.9206000891,0.8609271523,0.9153046062
dacc-temp,tunuyan.temp_min,normal,local,4,C5.0,4.364,0.18,0.8934844193,0.7534333708,0.8781493449,0.9074967545,0.6872521246,6.77E-94,0.5115716394,0.8387681159,0.9183841715,0.8238434164,0.9260182876,0.8238434164,0.8387681159,0.8312387792,0.3127478754,0.2623229462,0.3184135977,0.8785761437,0.9228565032,0.8448438978,0.9286775632
dacc-temp,tunuyan.temp_min,normal,local,4,glm,2.863,0.16,0.895184136,0.7541070023,0.879947601,0.9090919832,0.6872521246,1.19E-95,0.239,0.8170289855,0.9307502061,0.8429906542,0.9178861789,0.8429906542,0.8170289855,0.8298068077,0.3127478754,0.2555240793,0.3031161473,0.8738895958,0.9481796163,0.8060548723,0.9216196137
dacc-temp,tunuyan.temp_min,normal,local,4,rpart,3.026,0.17,0.895184136,0.7560499099,0.879947601,0.9090919832,0.6872521246,1.19E-95,1,0.8315217391,0.9241549876,0.833030853,0.9233937397,0.833030853,0.8315217391,0.832275612,0.3127478754,0.2600566572,0.3121813031,0.8778383634,0.9507611114,0.8789025544,0.9335066865
dacc-temp,tunuyan.temp_min,normal,all,1,C5.0,5.358,0.16,0.8975084938,0.7604388225,0.8824131502,0.9112677675,0.6874292186,5.15E-98,0.5520872673,0.8278985507,0.9291598023,0.8416206262,0.9223221586,0.8416206262,0.8278985507,0.8347031963,0.3125707814,0.2587768969,0.3074745187,0.8785291765,0.9217169589,0.8297067171,0.925389755
dacc-temp,tunuyan.temp_min,normal,all,1,glm,3.157,0.17,0.8912797282,0.745247891,0.8758231815,0.9054219933,0.6874292186,1.42E-91,0.348144625,0.8134057971,0.9266886326,0.8345724907,0.9161237785,0.8345724907,0.8134057971,0.823853211,0.3125707814,0.2542468856,0.3046432616,0.8700472149,0.9510858076,0.8088930937,0.9287305122
dacc-temp,tunuyan.temp_min,normal,all,1,rpart,3.228,0.16,0.8901472254,0.7420810937,0.8746266403,0.9043574793,0.6874292186,1.95E-90,0.2222644523,0.8079710145,0.9275123558,0.8352059925,0.913961039,0.8352059925,0.8079710145,0.8213627993,0.3125707814,0.2525481314,0.3023782559,0.8677416852,0.9633301587,0.8684957427,0.9502598367
dacc-temp,tunuyan.temp_min,normal,all,2,C5.0,9.403,0.21,0.8890147225,0.7491724494,0.873430585,0.9032924761,0.6874292186,2.62E-89,2.51E-05,0.8768115942,0.8945634267,0.7908496732,0.9410745234,0.7908496732,0.8768115942,0.8316151203,0.3125707814,0.2740656852,0.3465458664,0.8856875104,0.9407015842,0.9148533586,0.8934274044
dacc-temp,tunuyan.temp_min,normal,all,2,glm,4.271,0.15,0.9003397508,0.7664772335,0.8854138401,0.9139196509,0.6874292186,4.77E-101,0.327,0.8278985507,0.9332784185,0.8494423792,0.9226384365,0.8494423792,0.8278985507,0.8385321101,0.3125707814,0.2587768969,0.3046432616,0.8805884846,0.9536539773,0.8240302744,0.9272187152
dacc-temp,tunuyan.temp_min,normal,all,2,rpart,3.89,0.2,0.8918459796,0.7552188332,0.8764216365,0.9059540648,0.6874292186,3.8E-92,5.08E-05,0.8786231884,0.8978583196,0.7963875205,0.9420916162,0.7963875205,0.8786231884,0.8354866494,0.3125707814,0.2746319366,0.3448471121,0.888240754,0.9172582409,0.8930936613,0.8911994059
dacc-temp,tunuyan.temp_min,normal,all,3,C5.0,13.329,0.16,0.889580974,0.7387990079,0.8740285523,0.9038250384,0.6874292186,7.17E-90,0.02193060707,0.7934782609,0.9332784185,0.8439306358,0.9085805934,0.8439306358,0.7934782609,0.8179271709,0.3125707814,0.24801812,0.2938844847,0.8633783397,0.9399055121,0.7956480605,0.9450222883
dacc-temp,tunuyan.temp_min,normal,all,3,glm,5.406,0.14,0.9026047565,0.7704142871,0.8878168723,0.916038659,0.6874292186,1.6E-103,0.0566,0.8206521739,0.9398682043,0.86121673,0.9201612903,0.86121673,0.8206521739,0.840445269,0.3125707814,0.2565118913,0.2978482446,0.8802601891,0.9546875637,0.8353831599,0.9275631501
dacc-temp,tunuyan.temp_min,normal,all,3,rpart,4.832,0.16,0.8884484711,0.7366489586,0.8728327375,0.9027597931,0.6874292186,9.5E-89,0.04605188948,0.7952898551,0.9308072488,0.8393881453,0.9090909091,0.8393881453,0.7952898551,0.816744186,0.3125707814,0.2485843715,0.2961494904,0.8630485519,0.9614620776,0.8401135289,0.9531946508
dacc-temp,tunuyan.temp_min,normal,all,4,C5.0,16.904,0.19,0.8827195467,0.7267697651,0.8667859364,0.8973679229,0.6872521246,2.69E-83,0.8894425556,0.8097826087,0.9159109646,0.8142076503,0.9136513158,0.8142076503,0.8097826087,0.8119891008,0.3127478754,0.2532577904,0.3110481586,0.8628467866,0.9501778984,0.8864711447,0.9364784547
dacc-temp,tunuyan.temp_min,normal,all,4,glm,6.838,0.16,0.8934844193,0.7494960781,0.8781493449,0.9074967545,0.6872521246,6.77E-94,0.1256255157,0.8097826087,0.9315746084,0.8433962264,0.9149797571,0.8433962264,0.8097826087,0.8262476895,0.3127478754,0.2532577904,0.3002832861,0.8706786086,0.9551205365,0.8278145695,0.9279346211
dacc-temp,tunuyan.temp_min,normal,all,4,rpart,5.431,0.17,0.8878186969,0.7364344476,0.8721632622,0.9021711666,0.6872521246,3.31E-88,0.1769290057,0.8025362319,0.9266281946,0.8327067669,0.9115977291,0.8327067669,0.8025362319,0.8173431734,0.3127478754,0.2509915014,0.3014164306,0.8645822132,0.9217108121,0.8155156102,0.9316493314
dacc-temp,agua_amarga.temp_min,normal,all,3,glm,5.57,0.24,0.9258210646,0.6932897776,0.9125940881,0.9376111391,0.855605889,5.31E-20,0.2944336907,0.7176470588,0.9609530113,0.7561983471,0.9527559055,0.7561983471,0.7176470588,0.7364185111,0.144394111,0.1036240091,0.1370328426,0.839300035,0.972048754,0.7217741935,0.9738702736
dacc,agua_amarga.temp_min,normal,all,4,C5.0,31.333,0.28,0.9184135977,0.6656053469,0.9046527159,0.930763509,0.8555240793,4.58E-16,0.56,0.7019607843,0.9549668874,0.7246963563,0.9499341238,0.7246963563,0.7019607843,0.7131474104,0.1444759207,0.1014164306,0.1399433428,0.8284638359,0.9637837406,0.7842741935,0.969566554
dacc,agua_amarga.temp_min,normal,all,2,rf,3297.853,0.2,0.9314835787,0.7069430387,0.9186850868,0.9428244877,0.855605889,1.96E-23,0.003624814385,0.6980392157,0.9708802118,0.8018018018,0.9501295337,0.8018018018,0.6980392157,0.7463312369,0.144394111,0.100792752,0.1257078143,0.8344597137,1,1,1
dacc-temp,agua_amarga.temp_min,normal,all,2,glm,4.689,0.24,0.9252548131,0.6862464299,0.9119861574,0.9370886228,0.855605889,1.12E-19,0.06757726306,0.6980392157,0.9636002647,0.7639484979,0.9497716895,0.7639484979,0.6980392157,0.7295081967,0.144394111,0.100792752,0.1319365798,0.8308197402,0.9711341624,0.7096774194,0.9720344192
dacc-temp,agua_amarga.temp_min,normal,all,4,C5.0,16.727,0.27,0.9172804533,0.6552688258,0.9034413446,0.9297126575,0.8555240793,1.65E-15,0.1594481436,0.6784313725,0.957615894,0.7299578059,0.9463350785,0.7299578059,0.6784313725,0.7032520325,0.1444759207,0.09801699717,0.1342776204,0.8180236333,0.9686824445,0.7822580645,0.9757147249
dacc,agua_amarga.temp_min,normal,all,3,rpart,5.395,0.26,0.9190260476,0.6583677169,0.9053119178,0.9313278171,0.855605889,2.4E-16,0.0448,0.6705882353,0.9609530113,0.7434782609,0.9453125,0.7434782609,0.6705882353,0.7051546392,0.144394111,0.09682899207,0.1302378256,0.8157706233,0.9744243527,0.8346774194,0.9757147249
dacc,agua_amarga.temp_min,normal,all,1,C5.0,121.503,0.28,0.912797282,0.6339541682,0.8986598064,0.9255446768,0.855605889,2.06E-13,0.090602467,0.6549019608,0.9563203177,0.7167381974,0.9425962166,0.7167381974,0.6549019608,0.6844262295,0.144394111,0.0945639864,0.1319365798,0.8056111392,0.9709562831,0.7701612903,0.9778801843
dacc,agua_amarga.temp_min,smote,local,1,glm,8.264,0.39,0.8986409966,0.6376277303,0.88361302,0.91232893,0.855605889,4.500966229E-08,2.238500229E-09,0.8078431373,0.9139642621,0.6130952381,0.9657342657,0.6130952381,0.8078431373,0.6971235195,0.144394111,0.1166477916,0.1902604757,0.8609036997,0.9661612408,0.8911290323,0.9029185868
dacc-temp,agua_amarga.temp_min,normal,local,4,rpart,2.816,0.24,0.9195467422,0.6554582572,0.9058648112,0.9318136299,0.8555240793,1.24E-16,0.005617714402,0.6549019608,0.9642384106,0.7556561086,0.9430051813,0.7556561086,0.6549019608,0.7016806723,0.1444759207,0.09461756374,0.1252124646,0.8095701857,0.969458713,0.7983870968,0.9769443591
dacc,agua_amarga.temp_min,normal,all,1,rf,1519.441,0.2,0.9269535674,0.6798467631,0.9138105692,0.9386555457,0.855605889,1.17E-20,5.12E-05,0.6549019608,0.9728656519,0.8028846154,0.9435173299,0.8028846154,0.6549019608,0.7213822894,0.144394111,0.09456398641,0.1177802945,0.8138838063,1,1,1
dacc-temp,agua_amarga.temp_min,normal,all,2,rpart,3.561,0.27,0.9144960362,0.6367868633,0.9004719519,0.9271239819,0.855605889,3.56E-14,0.02269039673,0.6470588235,0.9596293845,0.7300884956,0.9415584416,0.7300884956,0.6470588235,0.6860706861,0.144394111,0.09343148358,0.1279728199,0.803344104,0.9692537225,0.8387096774,0.9720344192
dacc,agua_amarga.temp_min,normal,all,2,rpart,18.386,0.26,0.9156285391,0.6403671581,0.9016808944,0.9281759991,0.855605889,1.07E-14,0.0139831578,0.6470588235,0.9609530113,0.7366071429,0.9416342412,0.7366071429,0.6470588235,0.6889352818,0.144394111,0.0934314836,0.1268403171,0.8040059174,0.9754096075,0.8447580645,0.9763368162
dacc-temp,agua_amarga.temp_min,normal,all,2,C5.0,9.217,0.24,0.9190260476,0.6475895965,0.9053119178,0.9313278171,0.855605889,2.4E-16,0.0004443859301,0.6352941176,0.9669093316,0.7641509434,0.9401544402,0.7641509434,0.6352941176,0.6937901499,0.144394111,0.09173272933,0.1200453001,0.8011017246,0.9064042766,0.7217741935,0.9800245851
dacc-temp,agua_amarga.temp_min,normal,all,3,rpart,4.089,0.27,0.9133635334,0.6294403713,0.8992636878,0.9260712804,0.855605889,1.16E-13,0.00968024807,0.6352941176,0.9602911979,0.7297297297,0.9397668394,0.7297297297,0.6352941176,0.679245283,0.144394111,0.09173272933,0.1257078143,0.7977926578,0.9705265859,0.8286290323,0.9754073163
dacc-temp,agua_amarga.temp_min,normal,local,4,C5.0,4.215,0.26,0.9138810198,0.6286319403,0.8998114421,0.9265558537,0.8555240793,6.43E-14,0.00269,0.6274509804,0.9622516556,0.7373271889,0.938630491,0.7373271889,0.6274509804,0.6779661017,0.1444759207,0.09065155807,0.1229461756,0.794851318,0.9056720595,0.7600806452,0.9578850292
dacc,agua_amarga.temp_min,normal,all,1,rpart,29.812,0.24,0.9178935447,0.6401378345,0.9041008643,0.9302779299,0.855605889,8.74E-16,0.0001334019,0.6235294118,0.9675711449,0.7644230769,0.9383825417,0.7644230769,0.6235294118,0.686825054,0.144394111,0.0900339751,0.1177802945,0.7955502784,0.9054277538,0.7762096774,0.9717357911
dacc-temp,agua_amarga.temp_min,normal,local,2,rpart,1.889,0.22,0.919592299,0.6457071813,0.9059177175,0.9318524851,0.855605889,1.24E-16,3.92E-05,0.6235294118,0.969556585,0.7756097561,0.9385009609,0.7756097561,0.6235294118,0.6913043478,0.144394111,0.09003397508,0.1160815402,0.7965429984,0.9049405075,0.7358870968,0.9723417333
dacc-temp,agua_amarga.temp_min,normal,local,3,rpart,1.997,0.22,0.919592299,0.6457071813,0.9059177175,0.9318524851,0.855605889,1.24E-16,3.92E-05,0.6235294118,0.969556585,0.7756097561,0.9385009609,0.7756097561,0.6235294118,0.6913043478,0.144394111,0.09003397508,0.1160815402,0.7965429984,0.9049348368,0.7358870968,0.9723332309
dacc,agua_amarga.temp_min,normal,local,2,C5.0,95.657,0.24,0.9167610419,0.6351742184,0.9028905276,0.9292273194,0.855605889,3.1E-15,0.0001482300832,0.6196078431,0.9669093316,0.7596153846,0.9377406932,0.7596153846,0.6196078431,0.6825053996,0.144394111,0.08946772367,0.1177802945,0.7932585874,0.9001557636,0.7419354839,0.9643515673
dacc-temp,agua_amarga.temp_min,normal,local,2,C5.0,2.792,0.24,0.9161947905,0.6333395994,0.9022856239,0.9287017471,0.855605889,5.77E-15,0.0002164700313,0.6196078431,0.9662475182,0.7559808612,0.9377007065,0.7559808612,0.6196078431,0.6810344828,0.144394111,0.08946772367,0.1183465459,0.7929276807,0.9667391374,0.7620967742,0.9726490473
dacc-temp,agua_amarga.temp_min,normal,all,4,rpart,4.66,0.24,0.916713881,0.6351434016,0.9028359262,0.9291869621,0.8555240793,3.09E-15,0.0001482300832,0.6196078431,0.9668874172,0.7596153846,0.9377007065,0.7596153846,0.6196078431,0.6825053996,0.1444759207,0.0895184136,0.1178470255,0.7932476302,0.9101552041,0.7701612903,0.9784814018
dacc-temp,agua_amarga.temp_min,normal,local,3,C5.0,3.455,0.23,0.9173272933,0.6357271019,0.9034956072,0.9297527142,0.855605889,1.65E-15,5.01E-05,0.6156862745,0.9682329583,0.7658536585,0.9372197309,0.7658536585,0.6156862745,0.6826086957,0.144394111,0.08890147225,0.1160815402,0.7919596164,0.9049707838,0.752016129,0.9689517369
dacc-temp,agua_amarga.temp_min,normal,local,1,rpart,1.718,0.24,0.9161947905,0.6294218898,0.9022856239,0.9287017471,0.855605889,5.77E-15,2.76E-05,0.6078431373,0.9682329583,0.763546798,0.9360204734,0.763546798,0.6078431373,0.6768558952,0.144394111,0.08776896942,0.1149490374,0.7880380478,0.9045042367,0.7439516129,0.9689708141
dacc,agua_amarga.temp_min,normal,all,2,glm,23.866,0.25,0.9150622877,0.6283847291,0.9010763376,0.9276500768,0.855605889,1.96E-14,0.0002385635,0.6156862745,0.9655857048,0.7511961722,0.9370584457,0.7511961722,0.6156862745,0.6767241379,0.144394111,0.0889014723,0.1183465459,0.7906359897,0.9794273054,0.7600806452,0.9766441303
dacc,agua_amarga.temp_min,normal,local,2,rf,5583.888,0.25,0.9150622877,0.6270705398,0.9010763376,0.9276500768,0.855605889,1.96E-14,0.0001242760672,0.6117647059,0.9662475182,0.7536231884,0.936497755,0.7536231884,0.6117647059,0.6753246753,0.144394111,0.08833522084,0.117214043,0.789006112,1,1,1
dacc,agua_amarga.temp_min,normal,all,3,glm,13.283,0.23,0.9178935447,0.6362859034,0.9041008643,0.9302779299,0.855605889,8.74E-16,1.57E-05,0.6117647059,0.969556585,0.7722772277,0.9367007673,0.7722772277,0.6117647059,0.6827133479,0.144394111,0.08833522084,0.114382786,0.7906606455,0.9814829735,0.7862903226,0.9760221334
dacc-temp,agua_amarga.temp_min,normal,local,4,glm,2.745,0.21,0.9201133144,0.6437482554,0.9064711346,0.932338412,0.8555240793,6.35E-17,2.4E-06,0.6117647059,0.9721854305,0.7878787879,0.9368219528,0.7878787879,0.6117647059,0.6887417219,0.1444759207,0.08838526912,0.1121813031,0.7919750682,0.9659049215,0.6612903226,0.972948048
dacc,agua_amarga.temp_min,normal,local,1,rpart,15.581,0.24,0.9156285391,0.6289005537,0.9016808944,0.9281759991,0.855605889,1.07E-14,8.41E-05,0.6117647059,0.9669093316,0.7572815534,0.9365384615,0.7572815534,0.6117647059,0.6767895879,0.144394111,0.08833522084,0.1166477916,0.7893370187,0.9038064888,0.7762096774,0.957296467
dacc-temp,agua_amarga.temp_min,normal,local,1,glm,2.455,0.21,0.9161947905,0.6185533609,0.9022856239,0.9287017471,0.855605889,5.77E-15,3.64E-08,0.5764705882,0.9735274653,0.7860962567,0.9316022799,0.7860962567,0.5764705882,0.665158371,0.144394111,0.0832389581,0.1058890147,0.7749990267,0.9624386799,0.6693548387,0.9708141321
dacc,agua_amarga.temp_min,normal,all,4,rpart,6.752,0.23,0.916713881,0.6299183397,0.9028359262,0.9291869621,0.8555240793,3.09E-15,8.43E-06,0.6039215686,0.9695364238,0.77,0.9354632588,0.77,0.6039215686,0.6769230769,0.1444759207,0.08725212465,0.1133144476,0.7867289962,0.9057399249,0.7701612903,0.9741776821
dacc-temp,agua_amarga.temp_min,normal,local,3,glm,2.981,0.23,0.9167610419,0.6299488261,0.9028905276,0.9292273194,0.855605889,3.1E-15,8.43E-06,0.6039215686,0.969556585,0.77,0.93550447,0.77,0.6039215686,0.6769230769,0.144394111,0.08720271801,0.1132502831,0.7867390768,0.9654462878,0.6612903226,0.9714110052
dacc,agua_amarga.temp_min,normal,local,2,glm,32.844,0.23,0.9167610419,0.6286190055,0.9028905276,0.9292273194,0.855605889,3.1E-15,3.86E-06,0.6,0.9702183984,0.7727272727,0.9349489796,0.7727272727,0.6,0.6754966887,0.144394111,0.08663646659,0.1121177803,0.7851091992,0.9716174386,0.7197580645,0.9735709896
dacc,agua_amarga.temp_min,normal,local,3,glm,3.436,0.23,0.9161947905,0.6254195557,0.9022856239,0.9287017471,0.855605889,5.77E-15,2.79E-06,0.5960784314,0.9702183984,0.7715736041,0.9343530911,0.7715736041,0.5960784314,0.6725663717,0.144394111,0.08607021518,0.1115515289,0.7831484149,0.9730348165,0.7197580645,0.9754073163
dacc,agua_amarga.temp_min,normal,local,1,rf,563.272,0.25,0.9133635334,0.6162189188,0.8992636878,0.9260712804,0.855605889,1.16E-13,2.62E-05,0.5960784314,0.9669093316,0.7524752475,0.9341432225,0.7524752475,0.5960784314,0.6652078775,0.144394111,0.08607021518,0.114382786,0.7814938815,1,1,1
dacc-temp,agua_amarga.temp_min,smote,local,1,rpart,9.976,0.45,0.8810872027,0.6212258938,0.8650712797,0.8958242881,0.855605889,0.00102,4.91E-30,0.9137254902,0.8755790867,0.5534441805,0.9836431227,0.5534441805,0.9137254902,0.6893491124,0.144394111,0.1319365798,0.238391846,0.8946522884,0.9319771691,0.9475806452,0.8602150538
dacc,agua_amarga.temp_min,normal,local,1,glm,26.018,0.22,0.9167610419,0.6259304835,0.9028905276,0.9292273194,0.855605889,3.1E-15,7.47E-07,0.5921568627,0.9715420251,0.7783505155,0.9338422392,0.7783505155,0.5921568627,0.6726057906,0.144394111,0.08550396376,0.1098527746,0.7818494439,0.9663136118,0.6774193548,0.9748079877
dacc,agua_amarga.temp_min,normal,local,4,C5.0,7.106,0.28,0.907082153,0.5936662128,0.8925695014,0.9202242284,0.8555240793,4.6E-11,0.0004415629875,0.5882352941,0.9609271523,0.7177033493,0.9325192802,0.7177033493,0.5882352941,0.6465517241,0.1444759207,0.08498583569,0.1184135977,0.7745812232,0.9691172169,0.8004032258,0.9643406087
dacc-temp,agua_amarga.temp_min,normal,local,2,glm,2.837,0.25,0.912797282,0.6116320183,0.8986598064,0.9255446768,0.855605889,2.06E-13,9.34E-06,0.5882352941,0.9675711449,0.7537688442,0.9329929802,0.7537688442,0.5882352941,0.6607929515,0.144394111,0.08493771234,0.1126840317,0.7779032195,0.9648466156,0.6673387097,0.971419791
